case_id,case_title,source_file,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,query_event_ids,query_event_names,alias_patch_target_ids,alias_patch_target_names,normalized_id,normalized_name,normalized_score,matched_alias,extraction_confidence,evidence,review_status
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,交通应急处理案例5.txt,TMP_EVEN_7A25092D6C,集装箱坠落,Event,new_event_with_expansions,EVT_CASE_CFB06DE8B6,集装箱坠落,true,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,EVT_CASE_CFB06DE8B6|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,集装箱坠落|公路中断|车辆积压,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,,,0.0000,,0.9000,2个20英尺标准集装箱从车体脱落，坠落至对向车道,REVIEW_REQUIRED
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,交通应急处理案例5.txt,TMP_EVEN_47AF9A3EE3,集装箱锁扣脱落,Event,new_event,EVT_CASE_2452F9E161,集装箱锁扣脱落,true,EVT_CASE_2452F9E161,集装箱锁扣脱落,,,EVT_CASE_2452F9E161,集装箱锁扣脱落,,,,,0.0000,,0.8000,集装箱锁扣未锁紧,REVIEW_REQUIRED
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,交通应急处理案例5.txt,TMP_RESO_4BE302ECBF,集装箱,Resource,new_entity,RES_CASE_D4ABD76FD8,集装箱,true,,,,,,,,,,,0.4250,,0.9500,2个20英尺标准集装箱,REVIEW_REQUIRED
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,交通应急处理案例5.txt,TMP_ACTI_A850BA45C7,吊装集装箱,Action,new_entity,MEA_CASE_F94FB51CC7,吊装集装箱,true,,,,,,,,,,,0.1410,,0.8000,对坠落集装箱进行吊装,REVIEW_REQUIRED
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,交通应急处理案例5.txt,TMP_ACTI_6CFE770C6E,现场处置,Action,new_entity,MEA_CASE_B8E6D970FB,现场处置,true,,,,,,,,,,,0.3859,,0.8000,对受伤驾驶员进行现场处置,REVIEW_REQUIRED
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,交通应急处理案例5.txt,TMP_EVEN_971B317B97,轨道交通车辆碰撞,Event,new_event_with_expansions,EVT_CASE_A307AFAAF9,轨道交通车辆碰撞,true,EVT_CASE_A307AFAAF9,轨道交通车辆碰撞,EVT_ROAD_EMERGENCY|EVT_HUB_INTERRUPTION,公路交通突发事件|重要客运枢纽运行中断,EVT_CASE_A307AFAAF9|EVT_ROAD_EMERGENCY|EVT_HUB_INTERRUPTION,轨道交通车辆碰撞|公路交通突发事件|重要客运枢纽运行中断,EVT_ROAD_EMERGENCY|EVT_HUB_INTERRUPTION,公路交通突发事件|重要客运枢纽运行中断,,,0.0000,,0.9000,一辆小型私家车无视有轨电车优先通行信号、违规闯入专用车道，与正常行驶的有轨电车发生正面碰撞,REVIEW_REQUIRED
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,交通应急处理案例5.txt,TMP_ACTI_70E292ADF5,正面碰撞,Action,new_entity,MEA_CASE_6BA428A393,正面碰撞,true,,,,,,,,,,,0.0000,,0.8500,与正常行驶的有轨电车发生正面碰撞,REVIEW_REQUIRED
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,交通应急处理案例5.txt,TMP_EVEN_5DC9A37491,驾驶员缺氧昏迷车辆失控,Event,new_event_with_expansions,EVT_CASE_FACE41BEEC,驾驶员缺氧昏迷车辆失控,true,EVT_CASE_FACE41BEEC,驾驶员缺氧昏迷车辆失控,EVT_VEHICLE_BACKLOG|EVT_ROAD_DAMAGE,车辆积压|公路损毁,EVT_CASE_FACE41BEEC|EVT_VEHICLE_BACKLOG|EVT_ROAD_DAMAGE,驾驶员缺氧昏迷车辆失控|车辆积压|公路损毁,EVT_VEHICLE_BACKLOG|EVT_ROAD_DAMAGE,车辆积压|公路损毁,,,0.0000,,0.9000,青藏高原海拔4800米国道段，一辆小型SUV行驶中，驾驶员因高原缺氧突发昏迷，车辆失控冲出路面，撞上路边防护墩后停下,REVIEW_REQUIRED
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,交通应急处理案例5.txt,TMP_EVEN_E4818ACF22,驾驶员昏迷,Event,new_event,EVT_CASE_3608E528C9,驾驶员昏迷,true,EVT_CASE_3608E528C9,驾驶员昏迷,,,EVT_CASE_3608E528C9,驾驶员昏迷,,,,,0.0000,,0.9500,驾驶员因高原缺氧突发昏迷,REVIEW_REQUIRED
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,交通应急处理案例5.txt,TMP_EVEN_AF3DA4A55E,车辆失控,Event,new_event,EVT_CASE_42AEE3CEDE,车辆失控,true,EVT_CASE_42AEE3CEDE,车辆失控,,,EVT_CASE_42AEE3CEDE,车辆失控,,,,,0.0000,,0.9000,车辆失控冲出路面,REVIEW_REQUIRED
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,交通应急处理案例5.txt,TMP_EVEN_A73F09AD64,高原缺氧,Event,new_event,EVT_CASE_9C46869EC1,高原缺氧,true,EVT_CASE_9C46869EC1,高原缺氧,,,EVT_CASE_9C46869EC1,高原缺氧,,,,,0.0000,,0.9000,因高原缺氧,REVIEW_REQUIRED
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,交通应急处理案例5.txt,TMP_EVEN_D730C6596E,车辆冲撞,Event,new_event_with_expansions,EVT_CASE_3D68393BCE,车辆冲撞,true,EVT_CASE_3D68393BCE,车辆冲撞,EVT_ROAD_EMERGENCY|EVT_ROAD_INTERRUPTION,公路交通突发事件|公路中断,EVT_CASE_3D68393BCE|EVT_ROAD_EMERGENCY|EVT_ROAD_INTERRUPTION,车辆冲撞|公路交通突发事件|公路中断,EVT_ROAD_EMERGENCY|EVT_ROAD_INTERRUPTION,公路交通突发事件|公路中断,,,0.0000,,0.9000,一辆轻型货车行驶至集市路段时，因刹车失灵失控，低速冲撞路边摊位,REVIEW_REQUIRED
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,交通应急处理案例5.txt,TMP_ACTI_3B0A6258A0,刹车失灵,Action,new_entity,MEA_CASE_80354268E0,刹车失灵,true,,,,,,,,,,,0.0000,,0.9500,因刹车失灵失控,REVIEW_REQUIRED
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,交通应急处理案例5.txt,TMP_RESO_110E5683AE,轻型货车,Resource,new_entity,RES_CASE_F6D6DD254E,轻型货车,true,,,,,,,,,,,0.3533,,0.9000,一辆轻型货车,REVIEW_REQUIRED
005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,交通应急处理案例5.txt,TMP_EVEN_2BC0EB666A,追尾事故,Event,new_event_with_expansions,EVT_CASE_4D219D5D07,追尾事故,true,EVT_CASE_4D219D5D07,追尾事故,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_CASE_4D219D5D07|EVT_TRAFFIC_ACCIDENT,追尾事故|交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,,,0.0000,,0.9000,一辆小型轿车因错过高速出口，在匝道内违规倒车，后方跟随的3辆小型轿车、1辆轻型货车避让不及，接连发生连环追尾,REVIEW_REQUIRED
005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,交通应急处理案例5.txt,TMP_ACTI_36D480465F,匝道倒车,Action,new_entity,MEA_CASE_E0D63B2EA6,匝道倒车,true,,,,,,,,,,,0.2111,,0.8000,在匝道内违规倒车,REVIEW_REQUIRED
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,交通应急处理案例5.txt,TMP_EVEN_AE7749EB8F,车辆剐蹭,Event,new_event_with_expansions,EVT_CASE_F4AFE9A596,车辆剐蹭,true,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_ROAD_BLOCKAGE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,公路阻塞|公路中断|交通事故,EVT_CASE_F4AFE9A596|EVT_ROAD_BLOCKAGE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆剐蹭|公路阻塞|公路中断|交通事故,EVT_ROAD_BLOCKAGE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,公路阻塞|公路中断|交通事故,,,0.0000,,0.9000,消防车紧急避让时与违停车辆发生剐蹭,REVIEW_REQUIRED
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,交通应急处理案例5.txt,TMP_RESO_6C4AAFFB47,私家车,Resource,new_entity,RES_CASE_E88979D653,私家车,true,,,,,,,,,,,0.4250,,0.9000,两侧违规停放的私家车,REVIEW_REQUIRED
