case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_EVEN_7A25092D6C,集装箱坠落,Event,new_event_with_expansions,EVT_CASE_CFB06DE8B6,集装箱坠落,true,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,true,,2个20英尺标准集装箱从车体脱落，坠落至对向车道,0.9000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_EVEN_47AF9A3EE3,集装箱锁扣脱落,Event,new_event,EVT_CASE_2452F9E161,集装箱锁扣脱落,true,EVT_CASE_2452F9E161,集装箱锁扣脱落,,,,,true,,集装箱锁扣未锁紧,0.8000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_RESO_4BE302ECBF,集装箱,Resource,new_entity,RES_CASE_D4ABD76FD8,集装箱,true,,,,,,,true,,2个20英尺标准集装箱,0.9500
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_ACTI_A850BA45C7,吊装集装箱,Action,new_entity,MEA_CASE_F94FB51CC7,吊装集装箱,true,,,,,,,true,,对坠落集装箱进行吊装,0.8000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_ACTI_6CFE770C6E,现场处置,Action,new_entity,MEA_CASE_B8E6D970FB,现场处置,true,,,,,,,true,,对受伤驾驶员进行现场处置,0.8000
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,TMP_EVEN_971B317B97,轨道交通车辆碰撞,Event,new_event_with_expansions,EVT_CASE_A307AFAAF9,轨道交通车辆碰撞,true,EVT_CASE_A307AFAAF9,轨道交通车辆碰撞,EVT_ROAD_EMERGENCY|EVT_HUB_INTERRUPTION,公路交通突发事件|重要客运枢纽运行中断,EVT_ROAD_EMERGENCY|EVT_HUB_INTERRUPTION,公路交通突发事件|重要客运枢纽运行中断,true,,一辆小型私家车无视有轨电车优先通行信号、违规闯入专用车道，与正常行驶的有轨电车发生正面碰撞,0.9000
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,TMP_ACTI_70E292ADF5,正面碰撞,Action,new_entity,MEA_CASE_6BA428A393,正面碰撞,true,,,,,,,true,,与正常行驶的有轨电车发生正面碰撞,0.8500
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_5DC9A37491,驾驶员缺氧昏迷车辆失控,Event,new_event_with_expansions,EVT_CASE_FACE41BEEC,驾驶员缺氧昏迷车辆失控,true,EVT_CASE_FACE41BEEC,驾驶员缺氧昏迷车辆失控,EVT_VEHICLE_BACKLOG|EVT_ROAD_DAMAGE,车辆积压|公路损毁,EVT_VEHICLE_BACKLOG|EVT_ROAD_DAMAGE,车辆积压|公路损毁,true,,青藏高原海拔4800米国道段，一辆小型SUV行驶中，驾驶员因高原缺氧突发昏迷，车辆失控冲出路面，撞上路边防护墩后停下,0.9000
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_E4818ACF22,驾驶员昏迷,Event,new_event,EVT_CASE_3608E528C9,驾驶员昏迷,true,EVT_CASE_3608E528C9,驾驶员昏迷,,,,,true,,驾驶员因高原缺氧突发昏迷,0.9500
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_AF3DA4A55E,车辆失控,Event,new_event,EVT_CASE_42AEE3CEDE,车辆失控,true,EVT_CASE_42AEE3CEDE,车辆失控,,,,,true,,车辆失控冲出路面,0.9000
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_A73F09AD64,高原缺氧,Event,new_event,EVT_CASE_9C46869EC1,高原缺氧,true,EVT_CASE_9C46869EC1,高原缺氧,,,,,true,,因高原缺氧,0.9000
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,TMP_EVEN_D730C6596E,车辆冲撞,Event,new_event_with_expansions,EVT_CASE_3D68393BCE,车辆冲撞,true,EVT_CASE_3D68393BCE,车辆冲撞,EVT_ROAD_EMERGENCY|EVT_ROAD_INTERRUPTION,公路交通突发事件|公路中断,EVT_ROAD_EMERGENCY|EVT_ROAD_INTERRUPTION,公路交通突发事件|公路中断,true,,一辆轻型货车行驶至集市路段时，因刹车失灵失控，低速冲撞路边摊位,0.9000
