source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
集装箱锁扣脱落,TMP_EVEN_47AF9A3EE3,EVT_CASE_2452F9E161,集装箱锁扣脱落,EVT_CASE_2452F9E161,CAUSES,集装箱坠落,TMP_EVEN_7A25092D6C,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_CASE_CFB06DE8B6|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Event,Event,0.9500,因集装箱锁扣未锁紧...2个20英尺标准集装箱从车体脱落，坠落至对向车道,交通应急处理案例5.txt,AUTO_HIGH
车辆颠簸,TMP_EVEN_F23A6A1B23,EVT_CASE_4F9C6C06A5,车辆颠簸,EVT_CASE_4F9C6C06A5,CAUSES,集装箱坠落,TMP_EVEN_7A25092D6C,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_CASE_CFB06DE8B6|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Event,Event,0.8500,因集装箱锁扣未锁紧、车辆颠簸，2个20英尺标准集装箱从车体脱落，坠落至对向车道,交通应急处理案例5.txt,AUTO_HIGH
集装箱坠落,TMP_EVEN_7A25092D6C,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_CASE_CFB06DE8B6|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,安全转运,TMP_ACTI_6FAEB63D04,MEA_CASE_1F94E0BD1F,安全转运,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Event,Action,0.9000,对坠落集装箱进行吊装、安全转运,交通应急处理案例5.txt,AUTO_HIGH
集装箱坠落,TMP_EVEN_7A25092D6C,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_CASE_CFB06DE8B6|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,清理,TMP_ACTI_487A2D4544,MEA_CASE_F2C178773D,清理,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Event,Action,0.8000,清理路面散落杂物,交通应急处理案例5.txt,AUTO_MEDIUM
集装箱坠落,TMP_EVEN_7A25092D6C,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_CASE_CFB06DE8B6|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,修复,TMP_ACTI_CF8815D025,MEA_CASE_E5CBFC8C30,修复,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Event,Action,0.8000,修复受损护栏,交通应急处理案例5.txt,AUTO_MEDIUM
安全转运,TMP_ACTI_6FAEB63D04,MEA_CASE_1F94E0BD1F,安全转运,,REQUIRES,重型集装箱半挂车,TMP_RESO_A6EAC432D9,RES_CASE_005A718E70,重型集装箱半挂车,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Action,Resource,0.7500,调集大吨位吊车、集装箱转运车，对坠落集装箱进行吊装、安全转运,交通应急处理案例5.txt,AUTO_MEDIUM
现场处置,TMP_ACTI_05FED8B32D,MEA_CASE_B8E6D970FB,现场处置,,IMPLEMENTED_BY,医疗部门,TMP_DEPA_D3BDAD5DC0,ORG_CASE_58D13C3595,医疗部门,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Action,Department,0.9000,医疗部门派遣救护车对受伤驾驶员进行现场处置后转运至医院,交通应急处理案例5.txt,AUTO_HIGH
事故调查,TMP_ACTI_0D26239ECF,MEA_CASE_6933DFD8F9,事故调查,,IMPLEMENTED_BY,交警部门,TMP_DEPA_761C4668C2,ORG_CASE_C08151231F,交警部门,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Action,Department,0.8500,交警部门...开展事故调查,交通应急处理案例5.txt,AUTO_HIGH
正面碰撞,TMP_ACTI_70E292ADF5,MEA_CASE_6BA428A393,正面碰撞,,REQUIRES,有轨电车,TMP_RESO_D7D0721209,RES_CASE_5BCE950EDA,有轨电车,,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,Action,Resource,0.6200,与正常行驶的有轨电车发生正面碰撞,交通应急处理案例5.txt,AUTO_MEDIUM
轨道交通车辆碰撞,TMP_EVEN_971B317B97,EVT_CASE_A307AFAAF9,轨道交通车辆碰撞,EVT_CASE_A307AFAAF9|EVT_ROAD_EMERGENCY|EVT_HUB_INTERRUPTION,TRIGGERS,正面碰撞,TMP_ACTI_70E292ADF5,MEA_CASE_6BA428A393,正面碰撞,,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,Event,Action,0.6200,与正常行驶的有轨电车发生正面碰撞,交通应急处理案例5.txt,AUTO_MEDIUM
