:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_CASE_2452F9E161,EVT_CASE_CFB06DE8B6,引发,CAUSES,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,因集装箱锁扣未锁紧、车辆颠簸，2个20英尺标准集装箱从车体脱落，坠落至对向车道,0.9500,案例抽取导入
MEA_CASE_F94FB51CC7,RES_CASE_D4ABD76FD8,调用,REQUIRES,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,交通部门调集大吨位吊车、集装箱转运车，对坠落集装箱进行吊装、安全转运,0.8000,案例抽取导入
EVT_CASE_CFB06DE8B6,MEA_CASE_B8E6D970FB,触发,TRIGGERS,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,造成轿车驾驶员1人轻伤，医疗部门派遣救护车对受伤驾驶员进行现场处置后转运至医院,0.7000,案例抽取导入
EVT_CASE_A307AFAAF9,MEA_CASE_6BA428A393,触发,TRIGGERS,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,一辆小型私家车无视有轨电车优先通行信号、违规闯入专用车道，与正常行驶的有轨电车发生正面碰撞,0.9000,案例抽取导入
EVT_CASE_9C46869EC1,EVT_CASE_3608E528C9,引发,CAUSES,003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,高原缺氧突发昏迷,0.9000,案例抽取导入
EVT_CASE_3608E528C9,EVT_CASE_42AEE3CEDE,引发,CAUSES,003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,驾驶员因高原缺氧突发昏迷，车辆失控,0.9000,案例抽取导入
MEA_CASE_80354268E0,RES_CASE_F6D6DD254E,调用,REQUIRES,004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,一辆轻型货车行驶至集市路段时，因刹车失灵失控,0.8500,案例抽取导入
EVT_CASE_3D68393BCE,MEA_CASE_80354268E0,触发,TRIGGERS,004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,因刹车失灵失控，低速冲撞路边摊位,0.7500,案例抽取导入
EVT_CASE_4D219D5D07,MEA_CASE_E0D63B2EA6,触发,TRIGGERS,005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,在匝道内违规倒车,0.6200,案例抽取导入
EVT_CASE_091BB1089D,MEA_CASE_0FB4540844,触发,TRIGGERS,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,消防救援站接到火灾报警后，消防车紧急出警行驶至巷道中段，被两侧违规停放的私家车完全堵死，无法通行，消防车紧急避让时与违停车辆发生剐蹭,0.9000,案例抽取导入
EVT_CASE_F4AFE9A596,EVT_CASE_091BB1089D,引发,CAUSES,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,造成消防车与违停车辆轻微剐蹭，无人员伤亡，消防车无法通行延误火灾救援,0.8000,案例抽取导入
