case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
001_城市十字路口两车轻微追尾事故_b4d61ea1,城市十字路口两车轻微追尾事故,TMP_EVEN_907CD6D369,追尾事故,Event,new_event_with_expansions,EVT_CASE_4D219D5D07,追尾事故,false,EVT_CASE_4D219D5D07,追尾事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,交通事故|公路中断|车辆积压,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,交通事故|公路中断|车辆积压,true,,一辆SUV因驾驶员跟车过近、注意力不集中，刹车不及，导致前保险杠轻微撞击前车后保险杠。,0.9000
002_城市快速路私家车抛锚阻断单车道事故_f2054a0c,城市快速路私家车抛锚阻断单车道事故,TMP_EVEN_504A568854,车辆抛锚,Event,new_event_with_expansions,EVT_CASE_987220FC67,车辆抛锚,false,EVT_CASE_987220FC67,车辆抛锚,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,公路中断|公路交通突发事件,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,公路中断|公路交通突发事件,true,,一辆小型轿车在行驶过程中突发水温过高报警，随后发动机熄火抛锚在最右侧行车道内。,0.9000
003_乡村公路轻型货车纸箱散落事故_0e8fe05c,乡村公路轻型货车纸箱散落事故,TMP_EVEN_D2A2767EE3,货物散落,Event,new_event_with_expansions,EVT_CASE_46F3F2A6FE,货物散落,true,EVT_CASE_46F3F2A6FE,货物散落,EVT_ROAD_BLOCKAGE,公路阻塞,EVT_ROAD_BLOCKAGE,公路阻塞,true,,因车厢绳索松动，导致十余个空纸箱散落至对向车道及路边。,0.9000
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_EVEN_B8B6D6F04D,车辆碰撞行人,Event,new_event_with_expansions,EVT_CASE_236A5A2A08,电动自行车碰撞行人,false,EVT_CASE_236A5A2A08,电动自行车碰撞行人,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,true,,一辆外卖电动自行车在拐弯处与一名刚走出小区的行人发生轻微碰撞,0.9000
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_RESO_75E5269AFD,电动自行车,Resource,existing_match,RES_CASE_8AE47E20B6,电动自行车,false,,,,,,,true,,一辆外卖电动自行车,0.9500
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_RESO_81CAA06F81,行人,Resource,existing_match,RES_CASE_DA80C609AB,行人,false,,,,,,,true,,一名刚走出小区的行人,0.9500
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_ACTI_D19C0C153A,碰撞,Action,existing_match,MEA_CASE_6B219E66DE,碰撞,false,,,,,,,true,,发生轻微碰撞,0.8500
005_高速公路收费站入口抢道剐蹭事故_87997115,高速公路收费站入口抢道剐蹭事故,TMP_EVEN_909951BC0A,车辆剐蹭,Event,new_event_with_expansions,EVT_CASE_F4AFE9A596,车辆剐蹭,false,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG,公路阻塞|车辆积压,EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG,公路阻塞|车辆积压,true,,一辆轿车与一辆MPV因未按序排队，在汇流处争抢进入ETC车道，导致两车侧面发生轻微刮擦。,0.9000
006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,TMP_EVEN_1EE12ECD51,树木倒伏砸车,Event,new_event_with_expansions,EVT_CASE_F1015EFD7A,树木倒伏砸车,true,EVT_CASE_F1015EFD7A,树木倒伏砸车,EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,公路交通突发事件|公路气象灾害,EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,公路交通突发事件|公路气象灾害,true,,行道树上一截约手臂粗的枯树枝突然断裂掉落，正好砸中下方正常行驶的一辆出租车车顶,0.9000
006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,TMP_EVEN_4C1E66626C,大风,Event,new_event,EVT_CASE_99B78A6A1D,大风,true,EVT_CASE_99B78A6A1D,大风,,,,,true,,受大风天气影响,0.8000
007_高架桥私家车燃油耗尽抛锚事故_d357874e,高架桥私家车燃油耗尽抛锚事故,TMP_EVEN_696A51252C,车辆抛锚,Event,alias_match_with_expansions,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,EVT_VEHICLE_BACKLOG,车辆积压,,,true,,一辆小型轿车因驾驶员疏忽，未注意油表报警，导致车辆燃油彻底耗尽，失去动力后滑行停在右侧车道上。,0.9000
007_高架桥私家车燃油耗尽抛锚事故_d357874e,高架桥私家车燃油耗尽抛锚事故,TMP_ACTI_A4E789D23B,驾驶员疏忽,Action,new_entity,MEA_CASE_FB41145C9D,驾驶员疏忽,true,,,,,,,true,,一辆小型轿车因驾驶员疏忽，未注意油表报警,0.8000
008_商场地下车库溜车剐蹭事故_a3b70295,商场地下车库溜车剐蹭事故,TMP_EVEN_7CC229BF93,车辆溜车,Event,new_event_with_expansions,EVT_CASE_F7E4BBE896,车辆溜车,true,EVT_CASE_F7E4BBE896,车辆溜车,EVT_ROAD_BLOCKAGE,公路阻塞,EVT_ROAD_BLOCKAGE,公路阻塞,true,,因忘记拉手刹，车辆在微小坡度上发生缓慢后溜,0.9000
009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,TMP_EVEN_DA8EB8510A,车辆碰撞,Event,new_event_with_expansions,EVT_CASE_9BDDC88CCC,车辆碰撞,false,EVT_CASE_9BDDC88CCC,车辆碰撞,EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,公路交通突发事件|公路交通运输生产事故|交通事故,EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,公路交通突发事件|公路交通运输生产事故|交通事故,true,,出租车右侧后视镜与公交车左前角发生轻微碰擦。,0.9000
009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,TMP_RESO_9AFBDBDA35,出租车,Resource,new_entity,RES_CASE_EBFF834422,出租车,true,,,,,,,true,,一辆出租车为了抢客突然向右变道,0.9500
009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,TMP_ACTI_37C9DD93E6,变道,Action,new_entity,MEA_CASE_59284963EB,变道,true,,,,,,,true,,出租车为了抢客突然向右变道,0.8000
009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,TMP_ACTI_2BC2364A85,碰撞,Action,existing_match,MEA_CASE_6B219E66DE,碰撞,false,,,,,,,true,,出租车右侧后视镜与公交车左前角发生轻微碰擦,0.9000
010_郊区公路小型家具掉落占用车道事故_4bbf336b,郊区公路小型家具掉落占用车道事故,TMP_EVEN_0B52688950,道路障碍,Event,new_event_with_expansions,EVT_CASE_005E5257B8,道路障碍,true,EVT_CASE_005E5257B8,道路障碍,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,公路中断|公路交通突发事件,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,公路中断|公路交通突发事件,true,,一张单人床垫从车厢滑落，掉在道路正中央。床垫体积较大，占据了半条车道。,0.9000
011_城市隧道内两车变道轻微剐蹭事故_a356deb0,城市隧道内两车变道轻微剐蹭事故,TMP_EVEN_0765BA4C44,车辆剐蹭,Event,new_event_with_expansions,EVT_CASE_F4AFE9A596,车辆剐蹭,false,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_ROAD_BLOCKAGE|EVT_TRAFFIC_ACCIDENT,公路阻塞|交通事故,EVT_ROAD_BLOCKAGE|EVT_TRAFFIC_ACCIDENT,公路阻塞|交通事故,true,,一辆白色轿车在虚线路段向左变道时，未观察后方来车，与直行的黑色轿车发生侧面轻微剐蹭。,0.9000
011_城市隧道内两车变道轻微剐蹭事故_a356deb0,城市隧道内两车变道轻微剐蹭事故,TMP_ACTI_FB613C45B4,变道,Action,new_entity,MEA_CASE_59284963EB,变道,true,,,,,,,true,,一辆白色轿车在虚线路段向左变道时,0.8000
011_城市隧道内两车变道轻微剐蹭事故_a356deb0,城市隧道内两车变道轻微剐蹭事故,TMP_RESO_548F76B16F,隧道,Resource,existing_match,RES_CASE_42E3A09DF1,隧道,false,,,,,,,true,,某市穿山隧道内,0.9000
012_共享单车雨天滑倒单方事故_9ae6c75d,共享单车雨天滑倒单方事故,TMP_EVEN_A28525DBE4,车辆侧滑,Event,new_event_with_expansions,EVT_CASE_F4726E4011,车辆侧滑,false,EVT_CASE_F4726E4011,车辆侧滑,EVT_ROAD_ICE|EVT_ROAD_EMERGENCY|EVT_TRAFFIC_ACCIDENT,道路积冰|公路交通突发事件|交通事故,EVT_ROAD_ICE|EVT_ROAD_EMERGENCY|EVT_TRAFFIC_ACCIDENT,道路积冰|公路交通突发事件|交通事故,true,,捏前刹过猛导致前轮抱死，连人带车侧滑摔倒。,0.9000
012_共享单车雨天滑倒单方事故_9ae6c75d,共享单车雨天滑倒单方事故,TMP_EVEN_7C0318D167,雨天,Event,new_event,EVT_CASE_E0847BE751,雨天,true,EVT_CASE_E0847BE751,雨天,,,,,true,,小雨天气路面湿滑,0.7000
013_道路施工临时围挡倾倒阻碍交通事故_dd8e4e79,道路施工临时围挡倾倒阻碍交通事故,TMP_EVEN_1795A7825A,道路施工安全事故,Event,alias_match_with_expansions,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,false,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,EVT_CONSTRUCTION_SAFETY,施工安全事故,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,true,,某城市次干道正在进行自来水管网改造，路边设置了轻质塑料水马围挡。受突发阵风影响，3个未注满水的围挡倾倒在非机动车道和部分机动车道上。,0.9000
013_道路施工临时围挡倾倒阻碍交通事故_dd8e4e79,道路施工临时围挡倾倒阻碍交通事故,TMP_ACTI_3362E35F0D,自来水管网改造,Action,new_entity,MEA_CASE_0BD5E10FA1,自来水管网改造,true,,,,,,,true,,某城市次干道正在进行自来水管网改造,0.9500
014_高速公路应急车道违停换胎未设警示事故_c628b222,高速公路应急车道违停换胎未设警示事故,TMP_EVEN_12852BEEDE,应急车道违停,Event,alias_match_with_expansions,EVT_ROAD_EMERGENCY,公路交通突发事件,false,EVT_ROAD_EMERGENCY,公路交通突发事件,EVT_TRAFFIC_ACCIDENT,交通事故,,,true,,一辆轿车右后轮扎钉漏气，驾驶员将车停在应急车道内准备自行更换备胎，但仅开启了双闪灯，未在车后放置三角警示牌,0.9000
014_高速公路应急车道违停换胎未设警示事故_c628b222,高速公路应急车道违停换胎未设警示事故,TMP_RESO_DDE7B5B168,三角警示牌,Resource,new_entity,RES_CASE_56323FE07E,三角警示牌,true,,,,,,,true,,未在车后放置三角警示牌；交警迅速在150米外放置三角警示牌,0.9000
014_高速公路应急车道违停换胎未设警示事故_c628b222,高速公路应急车道违停换胎未设警示事故,TMP_ACTI_E93F2F5F7A,换胎,Action,new_entity,MEA_CASE_4330D8A549,换胎,true,,,,,,,true,,准备自行更换备胎；协助驾驶员在10分钟内快速换好备胎,0.8000
015_学校周边接送车辆轻微碰瓷纠纷_4356839f,学校周边接送车辆轻微碰瓷纠纷,TMP_EVEN_6F79F31A4D,轻微交通事故,Event,new_event_with_expansions,EVT_CASE_9B7EAD055E,轻微交通事故,true,EVT_CASE_9B7EAD055E,轻微交通事故,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,公路中断|公路交通突发事件|车辆积压,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,公路中断|公路交通突发事件|车辆积压,true,,一辆缓慢行驶的私家车侧面，突然被一名骑自行车的路人贴近并顺势倒下，路人声称被车辆刮倒要求赔偿，私家车主坚称未碰到对方。,0.7500
015_学校周边接送车辆轻微碰瓷纠纷_4356839f,学校周边接送车辆轻微碰瓷纠纷,TMP_RESO_F65EFF86E3,私家车,Resource,existing_match,RES_CASE_E88979D653,私家车,false,,,,,,,true,,一辆缓慢行驶的私家车侧面,0.9000
