source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
追尾事故,TMP_EVEN_907CD6D369,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,CAUSES,车辆积压,TMP_EVEN_2F373B08A8,EVT_VEHICLE_BACKLOG,车辆积压,EVT_VEHICLE_BACKLOG,001_城市十字路口两车轻微追尾事故_b4d61ea1,城市十字路口两车轻微追尾事故,Event,Event,0.6000,无人员伤亡，两辆事故车辆仅出现保险杠轻微凹陷和漆面刮擦，均能正常行驶。事故占用一条直行车道，导致该路口短暂通行缓慢，后方车辆出现约500米的积压。,交通应急处理案例7.txt,AUTO_MEDIUM
碰撞,TMP_ACTI_D19C0C153A,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,电动自行车,TMP_RESO_75E5269AFD,RES_CASE_8AE47E20B6,电动自行车,,004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,Action,Resource,0.8000,一辆外卖电动自行车因急于送单车速较快，在拐弯处与一名刚走出小区的行人发生轻微碰撞,交通应急处理案例7.txt,AUTO_MEDIUM
碰撞,TMP_ACTI_D19C0C153A,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,行人,TMP_RESO_81CAA06F81,RES_CASE_DA80C609AB,行人,,004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,Action,Resource,0.8000,一辆外卖电动自行车因急于送单车速较快，在拐弯处与一名刚走出小区的行人发生轻微碰撞,交通应急处理案例7.txt,AUTO_MEDIUM
大风,TMP_EVEN_4C1E66626C,EVT_CASE_99B78A6A1D,大风,EVT_CASE_99B78A6A1D,CAUSES,树木倒伏砸车,TMP_EVEN_1EE12ECD51,EVT_CASE_F1015EFD7A,树木倒伏砸车,EVT_CASE_F1015EFD7A|EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,Event,Event,0.9000,受大风天气影响，行道树上一截约手臂粗的枯树枝突然断裂掉落,交通应急处理案例7.txt,AUTO_HIGH
车辆抛锚,TMP_EVEN_696A51252C,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,驾驶员疏忽,TMP_ACTI_A4E789D23B,MEA_CASE_FB41145C9D,驾驶员疏忽,,007_高架桥私家车燃油耗尽抛锚事故_d357874e,高架桥私家车燃油耗尽抛锚事故,Event,Action,0.6200,一辆小型轿车因驾驶员疏忽，未注意油表报警,交通应急处理案例7.txt,AUTO_MEDIUM
变道,TMP_ACTI_37C9DD93E6,MEA_CASE_59284963EB,变道,,REQUIRES,出租车,TMP_RESO_9AFBDBDA35,RES_CASE_EBFF834422,出租车,,009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,Action,Resource,0.6200,出租车为了抢客突然向右变道,交通应急处理案例7.txt,AUTO_MEDIUM
车辆碰撞,TMP_EVEN_DA8EB8510A,EVT_CASE_9BDDC88CCC,车辆碰撞,EVT_CASE_9BDDC88CCC|EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,变道,TMP_ACTI_37C9DD93E6,MEA_CASE_59284963EB,变道,,009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,Event,Action,0.6200,出租车为了抢客突然向右变道,交通应急处理案例7.txt,AUTO_MEDIUM
碰撞,TMP_ACTI_2BC2364A85,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,出租车,TMP_RESO_9AFBDBDA35,RES_CASE_EBFF834422,出租车,,009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,Action,Resource,0.6200,出租车右侧后视镜与公交车左前角发生轻微碰擦,交通应急处理案例7.txt,AUTO_MEDIUM
车辆碰撞,TMP_EVEN_DA8EB8510A,EVT_CASE_9BDDC88CCC,车辆碰撞,EVT_CASE_9BDDC88CCC|EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,碰撞,TMP_ACTI_2BC2364A85,MEA_CASE_6B219E66DE,碰撞,,009_公交站台出租车变道碰擦公交车事故_634067fd,公交站台出租车变道碰擦公交车事故,Event,Action,0.6200,出租车右侧后视镜与公交车左前角发生轻微碰擦,交通应急处理案例7.txt,AUTO_MEDIUM
变道,TMP_ACTI_FB613C45B4,MEA_CASE_59284963EB,变道,,REQUIRES,隧道,TMP_RESO_548F76B16F,RES_CASE_42E3A09DF1,隧道,,011_城市隧道内两车变道轻微剐蹭事故_a356deb0,城市隧道内两车变道轻微剐蹭事故,Action,Resource,0.6000,某市穿山隧道内（双向四车道），一辆白色轿车在虚线路段向左变道时，未观察后方来车，与直行的黑色轿车发生侧面轻微剐蹭。,交通应急处理案例7.txt,AUTO_MEDIUM
雨天,TMP_EVEN_7C0318D167,EVT_CASE_E0847BE751,雨天,EVT_CASE_E0847BE751,CAUSES,路面湿滑,TMP_EVEN_7B262AE9EF,EVT_CASE_8A08402BEF,路面湿滑,EVT_CASE_8A08402BEF,012_共享单车雨天滑倒单方事故_9ae6c75d,共享单车雨天滑倒单方事故,Event,Event,0.9000,某市非机动车道，小雨天气路面湿滑,交通应急处理案例7.txt,AUTO_HIGH
路面湿滑,TMP_EVEN_7B262AE9EF,EVT_CASE_8A08402BEF,路面湿滑,EVT_CASE_8A08402BEF,CAUSES,车辆侧滑,TMP_EVEN_A28525DBE4,EVT_CASE_F4726E4011,车辆侧滑,EVT_CASE_F4726E4011|EVT_ROAD_EMERGENCY|EVT_TRAFFIC_ACCIDENT,012_共享单车雨天滑倒单方事故_9ae6c75d,共享单车雨天滑倒单方事故,Event,Event,0.8000,小雨天气路面湿滑，一名年轻男子骑行共享单车在经过有积水的减速带时，捏前刹过猛导致前轮抱死，连人带车侧滑摔倒。,交通应急处理案例7.txt,AUTO_MEDIUM
道路施工安全事故,TMP_EVEN_1795A7825A,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,EVT_CONSTRUCTION_ACCIDENT|EVT_CONSTRUCTION_SAFETY,TRIGGERS,自来水管网改造,TMP_ACTI_3362E35F0D,MEA_CASE_0BD5E10FA1,自来水管网改造,,013_道路施工临时围挡倾倒阻碍交通事故_dd8e4e79,道路施工临时围挡倾倒阻碍交通事故,Event,Action,0.6200,某城市次干道正在进行自来水管网改造,交通应急处理案例7.txt,AUTO_MEDIUM
换胎,TMP_ACTI_E93F2F5F7A,MEA_CASE_4330D8A549,换胎,,REQUIRES,三角警示牌,TMP_RESO_DDE7B5B168,RES_CASE_56323FE07E,三角警示牌,,014_高速公路应急车道违停换胎未设警示事故_c628b222,高速公路应急车道违停换胎未设警示事故,Action,Resource,0.8000,但仅开启了双闪灯，未在车后放置三角警示牌,交通应急处理案例7.txt,AUTO_MEDIUM
轻微交通事故,TMP_EVEN_6F79F31A4D,EVT_CASE_9B7EAD055E,轻微交通事故,EVT_CASE_9B7EAD055E|EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,CAUSES,拥堵,TMP_EVEN_85CAAC89D7,EVT_CASE_877516B43D,拥堵,EVT_CASE_877516B43D,015_学校周边接送车辆轻微碰瓷纠纷_4356839f,学校周边接送车辆轻微碰瓷纠纷,Event,Event,0.9000,因双方发生争吵，车辆停在路中间，导致放学接送车流严重拥堵。,交通应急处理案例7.txt,AUTO_HIGH
疏导,TMP_ACTI_BF03D0864B,MEA_CASE_B804A6CFD8,疏导,,REQUIRES,私家车,TMP_RESO_F65EFF86E3,RES_CASE_E88979D653,私家车,,015_学校周边接送车辆轻微碰瓷纠纷_4356839f,学校周边接送车辆轻微碰瓷纠纷,Action,Resource,0.7000,现场护学岗交警立即介入，疏导后方车辆绕行,交通应急处理案例7.txt,AUTO_MEDIUM
调取行车记录仪,TMP_ACTI_4787D63B38,MEA_CASE_45F3E1F032,调取行车记录仪,,REQUIRES,私家车,TMP_RESO_F65EFF86E3,RES_CASE_E88979D653,私家车,,015_学校周边接送车辆轻微碰瓷纠纷_4356839f,学校周边接送车辆轻微碰瓷纠纷,Action,Resource,0.7000,交警调取私家车行车记录仪当场回放,交通应急处理案例7.txt,AUTO_MEDIUM
货物散落,TMP_EVEN_31CDA646D6,EVT_CASE_46F3F2A6FE,货物散落,EVT_CASE_46F3F2A6FE|EVT_PRODUCTION_ACCIDENT,TRIGGERS,尾门未锁紧,TMP_ACTI_FA9003A63D,MEA_CASE_8F94438FD6,尾门未锁紧,,016_货车车厢尾门未锁掉落塑料空桶事故_2edeb266,货车车厢尾门未锁掉落塑料空桶事故,Event,Action,0.6200,因后尾门插销未锁紧,交通应急处理案例7.txt,AUTO_MEDIUM
货物散落,TMP_EVEN_31CDA646D6,EVT_CASE_46F3F2A6FE,货物散落,EVT_CASE_46F3F2A6FE|EVT_PRODUCTION_ACCIDENT,CAUSES,颠簸路段,TMP_EVEN_68D7AD269A,EVT_CASE_F4B6AB6F10,颠簸路段,EVT_CASE_F4B6AB6F10,016_货车车厢尾门未锁掉落塑料空桶事故_2edeb266,货车车厢尾门未锁掉落塑料空桶事故,Event,Event,0.6000,无人员伤亡和车辆受损。塑料空桶重量极轻，对过往车辆不构成致命碰撞威胁，但导致后方车辆按喇叭减速避让。,交通应急处理案例7.txt,AUTO_MEDIUM
脱困,TMP_ACTI_7D32E530C5,MEA_CASE_98EAFFD8DB,脱困,,REQUIRES,泥坑,TMP_RESO_E1FBB7E4AB,RES_CASE_8D45F081F4,泥坑,,017_农用三轮车陷入泥坑阻碍单向通行事故_aaf41d26,农用三轮车陷入泥坑阻碍单向通行事故,Action,Resource,0.6200,将三轮车成功推出泥坑,交通应急处理案例7.txt,AUTO_MEDIUM
道路交通阻塞,TMP_EVEN_75BFECE192,EVT_ROAD_BLOCKAGE,公路阻塞,EVT_ROAD_BLOCKAGE|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,脱困,TMP_ACTI_7D32E530C5,MEA_CASE_98EAFFD8DB,脱困,,017_农用三轮车陷入泥坑阻碍单向通行事故_aaf41d26,农用三轮车陷入泥坑阻碍单向通行事故,Event,Action,0.6200,将三轮车成功推出泥坑,交通应急处理案例7.txt,AUTO_MEDIUM
倒车,TMP_ACTI_1AF27F45A9,MEA_CASE_DDCBEE7C3A,倒车,,IMPLEMENTED_BY,驾驶员,TMP_DEPA_8F4A1049A8,ORG_CASE_DFE92BD53C,驾驶员,,018_旅游大巴车景区停车场倒车碰树事故_c0299ac6,旅游大巴车景区停车场倒车碰树事故,Action,Department,0.6200,驾驶员倒车未注意观察盲区,交通应急处理案例7.txt,AUTO_MEDIUM
车辆碰撞树木,TMP_EVEN_2E7B17736A,EVT_CASE_A950E1F9BF,车辆碰撞树木,EVT_CASE_A950E1F9BF|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,倒车,TMP_ACTI_1AF27F45A9,MEA_CASE_DDCBEE7C3A,倒车,,018_旅游大巴车景区停车场倒车碰树事故_c0299ac6,旅游大巴车景区停车场倒车碰树事故,Event,Action,0.6200,驾驶员倒车未注意观察盲区,交通应急处理案例7.txt,AUTO_MEDIUM
路面坑洼,TMP_EVEN_571E0A27C4,EVT_CASE_DE340ABF0A,路面坑洼,EVT_CASE_DE340ABF0A,CAUSES,车辆爆胎,TMP_EVEN_D06E733B9F,EVT_CASE_83B85C87D6,车辆爆胎,EVT_CASE_83B85C87D6|EVT_ROAD_DAMAGE|EVT_ROAD_EMERGENCY,019_夜间路灯故障路段压坑爆胎单方事故_4bd61221,夜间路灯故障路段压坑爆胎单方事故,Event,Event,0.9000,未能避开路面上的一个较深的小坑洼，右前轮重重压过导致轮胎瞬间爆胎。,交通应急处理案例7.txt,AUTO_HIGH
