case_id,case_title,source_file,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,query_event_ids,query_event_names,alias_patch_target_ids,alias_patch_target_names,normalized_id,normalized_name,normalized_score,matched_alias,extraction_confidence,evidence,review_status
001_城市十字路口两车轻微追尾事故_b4d61ea1,城市十字路口两车轻微追尾事故,交通应急处理案例7.txt,TMP_EVEN_907CD6D369,追尾事故,Event,new_event_with_expansions,EVT_CASE_4D219D5D07,追尾事故,true,EVT_CASE_4D219D5D07,追尾事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,交通事故|公路中断|车辆积压,EVT_CASE_4D219D5D07|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,追尾事故|交通事故|公路中断|车辆积压,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,交通事故|公路中断|车辆积压,,,0.0000,,0.9000,一辆SUV因驾驶员跟车过近、注意力不集中，刹车不及，导致前保险杠轻微撞击前车后保险杠。,REVIEW_REQUIRED
002_城市快速路私家车抛锚阻断单车道事故_f2054a0c,城市快速路私家车抛锚阻断单车道事故,交通应急处理案例7.txt,TMP_EVEN_504A568854,车辆抛锚,Event,new_event_with_expansions,EVT_CASE_987220FC67,车辆抛锚,true,EVT_CASE_987220FC67,车辆抛锚,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,公路中断|公路交通突发事件,EVT_CASE_987220FC67|EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,车辆抛锚|公路中断|公路交通突发事件,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY,公路中断|公路交通突发事件,,,0.0000,,0.9000,一辆小型轿车在行驶过程中突发水温过高报警，随后发动机熄火抛锚在最右侧行车道内。,REVIEW_REQUIRED
003_乡村公路轻型货车纸箱散落事故_0e8fe05c,乡村公路轻型货车纸箱散落事故,交通应急处理案例7.txt,TMP_EVEN_D2A2767EE3,货物散落,Event,new_event_with_expansions,EVT_CASE_46F3F2A6FE,货物散落,true,EVT_CASE_46F3F2A6FE,货物散落,EVT_ROAD_BLOCKAGE,公路阻塞,EVT_CASE_46F3F2A6FE|EVT_ROAD_BLOCKAGE,货物散落|公路阻塞,EVT_ROAD_BLOCKAGE,公路阻塞,,,0.0000,,0.9000,因车厢绳索松动，导致十余个空纸箱散落至对向车道及路边。,REVIEW_REQUIRED
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,交通应急处理案例7.txt,TMP_EVEN_B8B6D6F04D,车辆碰撞行人,Event,new_event_with_expansions,EVT_CASE_236A5A2A08,电动自行车碰撞行人,true,EVT_CASE_236A5A2A08,电动自行车碰撞行人,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_CASE_236A5A2A08|EVT_TRAFFIC_ACCIDENT,电动自行车碰撞行人|交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,,,0.0000,,0.9000,一辆外卖电动自行车在拐弯处与一名刚走出小区的行人发生轻微碰撞,REVIEW_REQUIRED
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,交通应急处理案例7.txt,TMP_RESO_75E5269AFD,电动自行车,Resource,existing_match,RES_CASE_8AE47E20B6,电动自行车,false,,,,,,,,,RES_CASE_8AE47E20B6,电动自行车,1.0000,电动自行车,0.9500,一辆外卖电动自行车,AUTO_HIGH
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,交通应急处理案例7.txt,TMP_RESO_81CAA06F81,行人,Resource,existing_match,RES_CASE_DA80C609AB,行人,false,,,,,,,,,RES_CASE_DA80C609AB,行人,1.0000,行人,0.9500,一名刚走出小区的行人,AUTO_HIGH
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,交通应急处理案例7.txt,TMP_ACTI_D19C0C153A,碰撞,Action,existing_match,MEA_CASE_6B219E66DE,碰撞,false,,,,,,,,,MEA_CASE_6B219E66DE,碰撞,1.0000,碰撞,0.8500,发生轻微碰撞,AUTO_HIGH
005_高速公路收费站入口抢道剐蹭事故_87997115,高速公路收费站入口抢道剐蹭事故,交通应急处理案例7.txt,TMP_EVEN_909951BC0A,车辆剐蹭,Event,new_event_with_expansions,EVT_CASE_F4AFE9A596,车辆剐蹭,true,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG,公路阻塞|车辆积压,EVT_CASE_F4AFE9A596|EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG,车辆剐蹭|公路阻塞|车辆积压,EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG,公路阻塞|车辆积压,,,0.0000,,0.9000,一辆轿车与一辆MPV因未按序排队，在汇流处争抢进入ETC车道，导致两车侧面发生轻微刮擦。,REVIEW_REQUIRED
006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,交通应急处理案例7.txt,TMP_EVEN_1EE12ECD51,树木倒伏砸车,Event,new_event_with_expansions,EVT_CASE_F1015EFD7A,树木倒伏砸车,true,EVT_CASE_F1015EFD7A,树木倒伏砸车,EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,公路交通突发事件|公路气象灾害,EVT_CASE_F1015EFD7A|EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,树木倒伏砸车|公路交通突发事件|公路气象灾害,EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,公路交通突发事件|公路气象灾害,,,0.0000,,0.9000,行道树上一截约手臂粗的枯树枝突然断裂掉落，正好砸中下方正常行驶的一辆出租车车顶,REVIEW_REQUIRED
006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,交通应急处理案例7.txt,TMP_EVEN_4C1E66626C,大风,Event,new_event,EVT_CASE_99B78A6A1D,大风,true,EVT_CASE_99B78A6A1D,大风,,,EVT_CASE_99B78A6A1D,大风,,,,,0.0000,,0.8000,受大风天气影响,REVIEW_REQUIRED
007_高架桥私家车燃油耗尽抛锚事故_d357874e,高架桥私家车燃油耗尽抛锚事故,交通应急处理案例7.txt,TMP_EVEN_696A51252C,车辆抛锚,Event,alias_match_with_expansions,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,EVT_VEHICLE_BACKLOG,车辆积压,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,,,EVT_ROAD_INTERRUPTION,公路中断,0.0000,公路中断,0.9000,一辆小型轿车因驾驶员疏忽，未注意油表报警，导致车辆燃油彻底耗尽，失去动力后滑行停在右侧车道上。,REVIEW_REQUIRED
