source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
车辆侧翻,TMP_EVEN_1DE39DC937,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT,CAUSES,瓷砖散落,TMP_EVEN_A7199EC63F,EVT_CASE_04E49A0DEE,瓷砖散落,EVT_CASE_04E49A0DEE,001_连霍高速洛阳段货车侧翻货物散落事故_b2d03a8f,连霍高速洛阳段货车侧翻货物散落事故,Event,Event,0.9500,连霍高速洛阳段K682公里处，一辆装载瓷砖的重型货车，因驾驶员操作不当，在高速出口匝道处发生侧翻，车载瓷砖全部散落至行车道与应急车道,交通应急处理案例2.txt,AUTO_HIGH
道路交通事故,TMP_EVEN_5DA951A4EE,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,封锁现场,TMP_ACTI_0F1BC4A013,MEA_CASE_7880553438,封锁现场,,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.9000,交警部门立即封锁事故现场,交通应急处理案例2.txt,AUTO_HIGH
道路交通事故,TMP_EVEN_5DA951A4EE,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,疏散群众,TMP_ACTI_3D57073722,MEA_CASE_96C3E54EF1,疏散群众,,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.8500,交警部门立即封锁事故现场，疏散围观群众,交通应急处理案例2.txt,AUTO_HIGH
道路交通事故,TMP_EVEN_5DA951A4EE,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,疏导交通,TMP_ACTI_7B76A98570,MEA_CASE_2216349A64,疏导交通,,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.8500,交警部门立即封锁事故现场，疏导过往车辆绕行,交通应急处理案例2.txt,AUTO_HIGH
道路交通事故,TMP_EVEN_5DA951A4EE,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,现场勘查,TMP_ACTI_F99BBDF3B0,MEA_CASE_C2D9BE1EAA,现场勘查,,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.8000,开展现场勘查和责任认定,交通应急处理案例2.txt,AUTO_MEDIUM
道路交通事故,TMP_EVEN_5DA951A4EE,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,紧急救治,TMP_ACTI_C13AF924E5,MEA_CASE_2F25F27432,紧急救治,,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.8500,医疗部门派遣救护车赶赴现场，对受伤骑行者进行紧急止血、包扎后，转运至医院抢救,交通应急处理案例2.txt,AUTO_HIGH
道路滑坡,TMP_EVEN_B1A1B9ED81,EVT_CASE_7ABA9AF1E4,道路滑坡,EVT_CASE_7ABA9AF1E4|EVT_METEO_ROAD|EVT_ROAD_DAMAGE,CAUSES,滑坡,TMP_EVEN_B06FB8F6D5,EVT_CASE_69E1689420,滑坡,EVT_CASE_69E1689420,003_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,Event,Event,0.9000,因连续多日降雨，山体发生小型滑坡,交通应急处理案例2.txt,AUTO_HIGH
危险化学品泄漏事故,TMP_EVEN_2808DC693D,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,正面碰撞,TMP_ACTI_B5B986D621,MEA_CASE_6BA428A393,正面碰撞,,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Event,Action,0.7000,某省道，一辆装载液态氨的罐式危化品运输车，与一辆逆行的私家车发生正面碰撞，危化品运输罐体轻微破损，液态氨少量泄漏,交通应急处理案例2.txt,AUTO_MEDIUM
多车追尾,TMP_EVEN_40C63FCEBB,EVT_CASE_2694273A46,多车追尾,EVT_CASE_2694273A46|EVT_TRAFFIC_ACCIDENT,TRIGGERS,急刹车,TMP_ACTI_7DC1518650,MEA_CASE_72BE7C7A01,急刹车,,006_城市快速路多车追尾事故_91cf4a2e,城市快速路多车追尾事故,Event,Action,0.6200,一辆小型轿车因急刹车,交通应急处理案例2.txt,AUTO_MEDIUM
多车追尾,TMP_EVEN_40C63FCEBB,EVT_CASE_2694273A46,多车追尾,EVT_CASE_2694273A46|EVT_TRAFFIC_ACCIDENT,CAUSES,油路泄漏,TMP_EVEN_15AFA76B38,EVT_CASE_5DC52E598D,油路泄漏,EVT_CASE_5DC52E598D,006_城市快速路多车追尾事故_91cf4a2e,城市快速路多车追尾事故,Event,Event,0.6000,造成3人轻微受伤，快速路单向交通严重拥堵，后方车辆滞留约6公里，早高峰通勤受到严重影响，事故车辆占用应急车道，影响救援车辆通行，部分车辆因碰撞出现油路泄漏，存在起火风险。,交通应急处理案例2.txt,AUTO_MEDIUM
车辆碰撞行人,TMP_EVEN_2D3ED8087A,EVT_CASE_CEA9425D82,车辆碰撞行人,EVT_CASE_CEA9425D82|EVT_ROAD_EMERGENCY,TRIGGERS,碰撞,TMP_ACTI_15F46FE2E1,MEA_CASE_6B219E66DE,碰撞,,007_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,Event,Action,0.6200,发生碰撞,交通应急处理案例2.txt,AUTO_MEDIUM
