:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_ROAD_DAMAGE,EVT_CASE_04E49A0DEE,引发,CAUSES,001_连霍高速洛阳段货车侧翻货物散落事故_b2d03a8f,连霍高速洛阳段货车侧翻货物散落事故,连霍高速洛阳段K682公里处，一辆装载瓷砖的重型货车，因驾驶员操作不当，在高速出口匝道处发生侧翻，车载瓷砖全部散落至行车道与应急车道,0.9500,案例抽取导入
MEA_CASE_CF67B7CA0F,RES_CASE_8AE47E20B6,调用,REQUIRES,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,闯红灯的电动自行车,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_CF67B7CA0F,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,闯红灯的电动自行车,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_7880553438,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,立即封锁事故现场,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_96C3E54EF1,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,疏散围观群众,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_2216349A64,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,疏导过往车辆绕行,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_C2D9BE1EAA,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,开展现场勘查,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_3BEB23D29A,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,责任认定,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_BFD0731CF4,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,紧急止血,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_D3FB3C9BCF,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,包扎,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_4B758383A5,触发,TRIGGERS,002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,转运至医院抢救,0.6200,案例抽取导入
EVT_CASE_7ABA9AF1E4,EVT_CASE_69E1689420,引发,CAUSES,003_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,因连续多日降雨，山体发生小型滑坡,0.9000,案例抽取导入
MEA_CASE_6BA428A393,RES_CASE_E88979D653,调用,REQUIRES,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,与一辆逆行的私家车发生正面碰撞,0.6200,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_6BA428A393,触发,TRIGGERS,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,与一辆逆行的私家车发生正面碰撞,0.6200,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_39D13A1B81,触发,TRIGGERS,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,对泄漏点进行堵漏,0.6200,案例抽取导入
MEA_CASE_00EC36C353,RES_CASE_752564BE64,调用,REQUIRES,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,稀释泄漏的液态氨,0.6200,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_00EC36C353,触发,TRIGGERS,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,稀释泄漏的液态氨,0.6200,案例抽取导入
MEA_CASE_F9A9A6FAD1,RES_CASE_752564BE64,调用,REQUIRES,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,对剩余液态氨进行安全转运,0.6200,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_F9A9A6FAD1,触发,TRIGGERS,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,对剩余液态氨进行安全转运,0.6200,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_6933DFD8F9,触发,TRIGGERS,005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,依据《危险化学品安全管理条例》开展事故调查,0.6200,案例抽取导入
