case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,电动自行车,Resource,MEDIUM,resource_civilian_vehicle,0.9500,电动自行车,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,闯红灯,Action,MEDIUM,action_weak_semantics,0.8000,闯红灯的电动自行车,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,封锁现场,Action,MEDIUM,action_weak_semantics,0.8000,立即封锁事故现场,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,疏散群众,Action,MEDIUM,action_weak_semantics,0.8000,疏散围观群众,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,现场勘查,Action,MEDIUM,action_weak_semantics,0.8000,开展现场勘查,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,责任认定,Action,MEDIUM,action_weak_semantics,0.8000,责任认定,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,紧急止血,Action,MEDIUM,action_weak_semantics,0.8000,紧急止血,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,包扎,Action,MEDIUM,action_weak_semantics,0.8000,包扎,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,闯红灯-REQUIRES-电动自行车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,闯红灯的电动自行车,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-闯红灯,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,闯红灯的电动自行车,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-封锁现场,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,立即封锁事故现场,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-疏散群众,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏散围观群众,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-疏导交通,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏导过往车辆绕行,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-现场勘查,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,开展现场勘查,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-责任认定,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,责任认定,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-紧急止血,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,紧急止血,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-包扎,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,包扎,kept_with_risk
002_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-转运至医院,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,转运至医院抢救,kept_with_risk
004_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,case,高速服务区车辆起火事故,case,HIGH,case_empty_relations,0.8500,某高速服务区内，一辆小型轿车在停车场内充电时，因电池短路引发起火，火势迅速蔓延至车辆全身，停车场内另有10余辆车辆停放，距离加油站不足50米，现场有多名过往旅客围观。,needs_reextract
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,液态氨,Resource,MEDIUM,resource_weak_semantics,0.9500,装载液态氨的罐式危化品运输车，液态氨少量泄漏,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,私家车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,与一辆逆行的私家车发生正面碰撞,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.8500,与一辆逆行的私家车发生正面碰撞,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,稀释,Action,MEDIUM,action_weak_semantics,0.8000,稀释泄漏的液态氨,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,正面碰撞-REQUIRES-私家车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,与一辆逆行的私家车发生正面碰撞,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,危险化学品泄漏事故-TRIGGERS-正面碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,与一辆逆行的私家车发生正面碰撞,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,危险化学品泄漏事故-TRIGGERS-堵漏,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对泄漏点进行堵漏,kept_with_risk
005_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,稀释-REQUIRES-液态氨,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,稀释泄漏的液态氨,kept_with_risk
