id:ID,name,entity_type_cn,:LABEL
EVT_CASE_FF7FD44A64,危化品泄漏,突发事件,PlanEntity;Event
EVT_CASE_9CC62EF2EB,车辆侧翻,突发事件,PlanEntity;Event
EVT_CASE_BE91B84AF9,匝道交通中断,突发事件,PlanEntity;Event
EVT_CASE_AD42D6EE60,渡船碰撞,突发事件,PlanEntity;Event
EVT_CASE_7E4A45E8A0,车辆追尾,突发事件,PlanEntity;Event
MEA_CASE_93A78D3315,应急预案启动,措施,PlanEntity;Action
MEA_CASE_5330B223E5,灭火,措施,PlanEntity;Action
MEA_CASE_1BCFC5476A,疏散,措施,PlanEntity;Action
EVT_CASE_9BDDC88CCC,车辆碰撞,突发事件,PlanEntity;Event
EVT_CASE_768E76F1F3,起火,突发事件,PlanEntity;Event
EVT_CASE_8035ADE77D,隧道追尾事故,突发事件,PlanEntity;Event
EVT_CASE_F4726E4011,车辆侧滑,突发事件,PlanEntity;Event
EVT_CASE_71CB098DA9,道路结冰,突发事件,PlanEntity;Event
EVT_CASE_CF4FF9ABBC,维修设备损坏,突发事件,PlanEntity;Event
MEA_CASE_0FB4540844,剐蹭,措施,PlanEntity;Action
RES_CASE_8D16A7E2EC,小型货车,应急资源,PlanEntity;Resource
RES_CASE_B90EF464D4,浓硫酸,应急资源,PlanEntity;Resource
MEA_CASE_D469ADC267,中和,措施,PlanEntity;Action
MEA_CASE_CC6AD1D7DA,路面维修,措施,PlanEntity;Action
RES_CASE_76A0FC9D87,施工围挡,应急资源,PlanEntity;Resource
EVT_CASE_4322946C4A,拖拉机与电动三轮车碰撞,突发事件,PlanEntity;Event
RES_CASE_C1E4441EF6,拖拉机,应急资源,PlanEntity;Resource
RES_CASE_D7EB68391B,电动三轮车,应急资源,PlanEntity;Resource
EVT_CASE_977FDFD762,排水系统堵塞,突发事件,PlanEntity;Event
MEA_CASE_2BACE2AFD6,排水应急预案,措施,PlanEntity;Action
RES_CASE_8CC958EC6D,排水泵,应急资源,PlanEntity;Resource
EVT_CASE_7FF0D5B34D,雾凇,突发事件,PlanEntity;Event
RES_CASE_1CBB20DD02,盐酸,应急资源,PlanEntity;Resource
ORG_CASE_7384248773,环保部门,部门,PlanEntity;Department
MEA_CASE_87C818ACA4,采样监测,措施,PlanEntity;Action
MEA_CASE_B804A6CFD8,疏导,措施,PlanEntity;Action
MEA_CASE_A985295656,警戒,措施,PlanEntity;Action
MEA_CASE_5E9CDA061E,电池短路,措施,PlanEntity;Action
RES_CASE_42E3A09DF1,隧道,应急资源,PlanEntity;Resource
MEA_CASE_A22F8BD834,灭火救援,措施,PlanEntity;Action
RES_CASE_EF8A921669,液压扩张器,应急资源,PlanEntity;Resource
MEA_CASE_B396D82FB5,报警,措施,PlanEntity;Action
EVT_CASE_31F3DC21BE,漏油,突发事件,PlanEntity;Event
MEA_CASE_F1317D2147,违规吸烟,措施,PlanEntity;Action
RES_CASE_FE3C845011,农药,应急资源,PlanEntity;Resource
EVT_CASE_F942FD2EE9,高速追尾事故,突发事件,PlanEntity;Event
RES_CASE_DA80C609AB,行人,应急资源,PlanEntity;Resource
MEA_CASE_52D03C4670,处罚,措施,PlanEntity;Action
MEA_CASE_B96269C236,现场清理,措施,PlanEntity;Action
MEA_CASE_32710640CA,安全检测,措施,PlanEntity;Action
RES_CASE_1F8958A05C,SUV,应急资源,PlanEntity;Resource
MEA_CASE_F85C37DD34,拖移,措施,PlanEntity;Action
RES_CASE_DBB582ED02,危化品运输车,应急资源,PlanEntity;Resource
EVT_CASE_A0BEE2C0CD,道路中断,突发事件,PlanEntity;Event
RES_CASE_056D880291,甲醛,应急资源,PlanEntity;Resource
MEA_CASE_1F94E0BD1F,安全转运,措施,PlanEntity;Action
EVT_CASE_7B95449186,桥梁车辆坠落事故,突发事件,PlanEntity;Event
MEA_CASE_99B1ABF38B,封闭,措施,PlanEntity;Action
EVT_CASE_40909F589C,追尾碰撞,突发事件,PlanEntity;Event
