:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_HAZMAT_ACCIDENT,EVT_CASE_FF7FD44A64,引发,CAUSES,001_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,危化品罐体出现裂缝，天然气少量泄漏,0.9500,案例抽取导入
EVT_CASE_9CC62EF2EB,MEA_CASE_A048795819,触发,TRIGGERS,002_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,一辆重型货车超载运输建材，在匝道转弯处因车速过快、重心偏移发生侧翻,0.7000,案例抽取导入
EVT_CASE_9CC62EF2EB,EVT_CASE_BE91B84AF9,引发,CAUSES,002_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,造成匝道双向交通完全中断,0.9000,案例抽取导入
EVT_CASE_BE91B84AF9,EVT_VEHICLE_BACKLOG,引发,CAUSES,002_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,后方车辆滞留约4公里,0.8000,案例抽取导入
EVT_CASE_AD42D6EE60,MEA_CASE_6933DFD8F9,触发,TRIGGERS,003_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,依据《内河交通安全管理条例》开展事故调查,0.6200,案例抽取导入
EVT_CASE_7E4A45E8A0,EVT_CASE_091BB1089D,引发,CAUSES,004_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,某高速公路收费站入口车道，因车流量大通行缓慢，一辆小型轿车因跟车过近，与前方一辆重型半挂牵引车发生追尾，轿车车头撞击严重并起火,0.9500,案例抽取导入
EVT_CASE_7E4A45E8A0,EVT_HAZMAT_LEAK,引发,CAUSES,004_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,牵引车油箱被撞破损，柴油泄漏,0.8500,案例抽取导入
MEA_CASE_93A78D3315,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,004_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,收费站工作人员立即启动应急预案，消防救援队伍赶赴现场,0.8000,案例抽取导入
MEA_CASE_5330B223E5,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,004_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,消防救援队伍赶赴现场，采用泡沫消防车压制火势,0.9000,案例抽取导入
MEA_CASE_1BCFC5476A,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,004_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,收费站工作人员立即启动应急预案，疏散站内人员,0.7000,案例抽取导入
EVT_CASE_9BDDC88CCC,EVT_CASE_768E76F1F3,引发,CAUSES,005_城市地下车库车辆碰撞起火事故_4670e54d,城市地下车库车辆碰撞起火事故,碰撞导致轿车电路短路引发起火,0.9500,案例抽取导入
EVT_RAINSTORM,EVT_CASE_8035ADE77D,引发,CAUSES,006_山区隧道群连环追尾事故_2368489c,山区隧道群连环追尾事故,因突发暴雨，隧道内路面湿滑，一辆重型货车与前方4辆小型轿车、2辆轻型货车发生连环追尾,0.9000,案例抽取导入
EVT_CASE_71CB098DA9,EVT_CASE_F4726E4011,引发,CAUSES,007_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,因路面结冰湿滑，在弯道处发生侧滑,0.9500,案例抽取导入
EVT_RAINSTORM,EVT_ROAD_DAMAGE,引发,CAUSES,008_暴雨乡村桥梁冲毁交通事故_3bc5860c,暴雨乡村桥梁冲毁交通事故,因连续特大暴雨，河水暴涨冲毁桥梁中段,0.9500,案例抽取导入
EVT_CASE_9BDDC88CCC,EVT_CASE_CF4FF9ABBC,引发,CAUSES,009_高速服务区维修区车辆碰撞事故_6645cebc,高速服务区维修区车辆碰撞事故,碰撞导致车间内维修设备损坏,0.8500,案例抽取导入
MEA_CASE_0FB4540844,RES_CASE_8D16A7E2EC,调用,REQUIRES,010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,一辆小型货车在变道时，与周边3辆小型轿车、1辆电动自行车发生剐蹭,0.8000,案例抽取导入
MEA_CASE_0FB4540844,RES_CASE_70407E27F9,调用,REQUIRES,010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,一辆小型货车在变道时，与周边3辆小型轿车、1辆电动自行车发生剐蹭,0.8000,案例抽取导入
MEA_CASE_0FB4540844,RES_CASE_8AE47E20B6,调用,REQUIRES,010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,一辆小型货车在变道时，与周边3辆小型轿车、1辆电动自行车发生剐蹭,0.8000,案例抽取导入
EVT_RAINSTORM,EVT_CONSTRUCTION_ACCIDENT,引发,CAUSES,011_山区公路落石阻断救援通道事故_9e199752,山区公路落石阻断救援通道事故,因突发暴雨，山体掉落大量石块,0.9500,案例抽取导入
MEA_CASE_B04D39E895,RES_CASE_B90EF464D4,调用,REQUIRES,012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,一辆装载浓硫酸的罐式危化品运输车，因罐体阀门老化发生泄漏，浓硫酸泄漏至地面,0.8500,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_39D13A1B81,触发,TRIGGERS,012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,对泄漏罐体进行堵漏,0.7500,案例抽取导入
EVT_HAZMAT_LEAK,MEA_CASE_D469ADC267,触发,TRIGGERS,012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,用中和剂处理泄漏浓硫酸,0.7500,案例抽取导入
MEA_CASE_CC6AD1D7DA,RES_CASE_76A0FC9D87,调用,REQUIRES,013_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,施工单位在进行路面维修时，与施工围挡发生碰撞,0.6000,案例抽取导入
EVT_CONSTRUCTION_SAFETY,MEA_CASE_CC6AD1D7DA,触发,TRIGGERS,013_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,某城市快速路匝道施工区域，施工单位在进行路面维修时，因未设置专人疏导，一辆小型轿车不慎闯入施工区域,0.6000,案例抽取导入
EVT_CASE_4322946C4A,EVT_ROAD_INTERRUPTION,引发,CAUSES,014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,造成电动三轮车骑行者1人重伤、拖拉机驾驶员1人轻伤，电动三轮车完全损坏，田间土路交通中断，农作物散落路面，村民出行受阻。,0.9000,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_C1E4441EF6,调用,REQUIRES,014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,某乡村田间土路，一辆无牌拖拉机运输农作物，与一辆电动三轮车发生碰撞,0.8000,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_D7EB68391B,调用,REQUIRES,014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,某乡村田间土路，一辆无牌拖拉机运输农作物，与一辆电动三轮车发生碰撞,0.8000,案例抽取导入
EVT_PRODUCTION_ACCIDENT,EVT_CASE_CF4FF9ABBC,引发,CAUSES,015_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,碰撞导致检修区的维修设备损坏,0.9000,案例抽取导入
EVT_RAINSTORM,EVT_CASE_977FDFD762,引发,CAUSES,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,因暴雨导致车库排水系统堵塞,0.9500,案例抽取导入
EVT_CASE_977FDFD762,EVT_METEO_ROAD,引发,CAUSES,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,因暴雨导致车库排水系统堵塞，路面积水,0.9000,案例抽取导入
MEA_CASE_2BACE2AFD6,RES_CASE_8CC958EC6D,调用,REQUIRES,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,启动排水应急预案，调动排水泵排出积水,0.8500,案例抽取导入
EVT_METEO_ROAD,MEA_CASE_2BACE2AFD6,触发,TRIGGERS,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,路面积水后启动排水应急预案,0.7500,案例抽取导入
EVT_CASE_7FF0D5B34D,EVT_CASE_F4726E4011,引发,CAUSES,017_山区公路雾凇路段车辆侧滑事故_f1b5cc26,山区公路雾凇路段车辆侧滑事故,因气温骤降，路面形成雾凇导致湿滑，一辆中型客车行驶中发生侧滑,0.9500,案例抽取导入
MEA_CASE_39D13A1B81,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,协调消防救援队伍携带防化装备赶赴现场，对泄漏罐体进行堵漏,0.8500,案例抽取导入
MEA_CASE_D469ADC267,RES_CASE_1CBB20DD02,调用,REQUIRES,018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,用石灰中和泄漏盐酸,0.8000,案例抽取导入
