case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d,跨境口岸通关货车刹车失灵冲撞闸口事故,TMP_EVEN_9EF1F8D73F,车辆冲撞,Event,new_event_with_expansions,EVT_CASE_B9F0C9D9AC,货车冲撞口岸,true,EVT_CASE_B9F0C9D9AC,货车冲撞口岸,EVT_ROAD_DAMAGE|EVT_ROAD_INTERRUPTION,公路损毁|公路中断,EVT_ROAD_DAMAGE|EVT_ROAD_INTERRUPTION,公路损毁|公路中断,true,,一辆满载进口货物的重型半挂货车，因长下坡刹车过热失灵，冲撞口岸入境闸口,0.9000
001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d,跨境口岸通关货车刹车失灵冲撞闸口事故,TMP_ACTI_1C0A3F70E5,刹车失灵,Action,existing_match,MEA_CASE_80354268E0,刹车失灵,false,,,,,,,true,,因长下坡刹车过热失灵,0.8500
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_EVEN_1DC78D643B,自动驾驶车辆碰撞,Event,new_event_with_expansions,EVT_CASE_C5AE31900F,自动驾驶车辆碰撞,true,EVT_CASE_C5AE31900F,自动驾驶车辆碰撞,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE,公路交通运输生产事故|公路损毁,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE,公路交通运输生产事故|公路损毁,true,,一辆搭载L4级自动驾驶系统的测试车辆，在路口直行时系统突发故障，无视红灯信号，高速冲撞路口正常等待的非机动车队列，接连撞倒3辆电动自行车、2辆共享单车，车辆撞上路边护栏后停下。,0.9000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_DEPA_1B702136E1,交警部门,Department,existing_match,ORG_CASE_C08151231F,交警部门,false,,,,,,,true,,交警部门立即封锁事故现场,0.9000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_DEPA_A54203703C,医疗部门,Department,existing_match,ORG_CASE_58D13C3595,医疗部门,false,,,,,,,true,,医疗部门派遣救护车,0.9000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_DEPA_CB588F0C8C,自动驾驶测试企业,Department,new_entity,ORG_CASE_D7C9B35C28,自动驾驶测试企业,true,,,,,,,true,,自动驾驶测试企业立即暂停所有道路测试,0.9000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_DEPA_AFEF7C64FA,城管部门,Department,existing_match,ORG_CASE_095104B964,城管部门,false,,,,,,,true,,城管部门协助清理现场,0.9000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_ACTI_C7B7112E1A,封锁现场,Action,existing_match,MEA_CASE_7880553438,封锁现场,false,,,,,,,true,,交警部门立即封锁事故现场,0.8000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_ACTI_5B4DA9D0D7,疏散群众,Action,existing_match,MEA_CASE_96C3E54EF1,疏散群众,false,,,,,,,true,,疏散围观群众,0.8000
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,TMP_ACTI_4178CCCB67,转运人员,Action,new_entity,MEA_CASE_C5E66BF637,转运人员,true,,,,,,,true,,医疗部门派遣救护车转运受伤人员,0.8000
