case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d,跨境口岸通关货车刹车失灵冲撞闸口事故,entity,刹车失灵,Action,MEDIUM,action_weak_semantics,0.8500,因长下坡刹车过热失灵,kept_with_risk
001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d,跨境口岸通关货车刹车失灵冲撞闸口事故,relation,车辆冲撞-TRIGGERS-刹车失灵,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因长下坡刹车过热失灵,kept_with_risk
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,entity,自动驾驶测试企业,Department,MEDIUM,department_weak_semantics,0.9000,自动驾驶测试企业立即暂停所有道路测试,kept_with_risk
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,entity,封锁现场,Action,MEDIUM,action_weak_semantics,0.8000,交警部门立即封锁事故现场,kept_with_risk
002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e,城市开放道路自动驾驶测试车失控冲撞事故,entity,暂停测试,Action,MEDIUM,action_weak_semantics,0.8000,自动驾驶测试企业立即暂停所有道路测试,kept_with_risk
003_房车营地周边临水道路车辆坠湖事故_5d5046b2,房车营地周边临水道路车辆坠湖事故,case,房车营地周边临水道路车辆坠湖事故,case,HIGH,case_empty_relations,0.8500,某环湖房车营地周边临水专用道路，一辆自行式房车行驶中，因驾驶员对车身宽度判断失误，会车时冲出无防护栏的临水路面，坠入约4米深的湖水中，房车半个车身浸入水中，车内3人被困，湖水持续涌入车内，周边无其他救援人员。,needs_reextract
006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0,矿山专用道路矿车刹车失灵冲撞事故,entity,刹车失灵,Action,MEDIUM,action_weak_semantics,0.9500,因长下坡刹车系统故障失灵,kept_with_risk
007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,entity,民航客机,Resource,MEDIUM,resource_weak_semantics,0.9500,民航客机,kept_with_risk
007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,entity,紧急制动,Action,MEDIUM,action_weak_semantics,0.8500,紧急制动,kept_with_risk
008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,relation,车辆侧翻-TRIGGERS-疏导,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏导过往车辆、行人绕行,kept_with_risk
008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,relation,车辆侧翻-TRIGGERS-解救,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,解救被困驾驶员,kept_with_risk
008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,relation,车辆侧翻-TRIGGERS-清理,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,清理散落的电单车,kept_with_risk
009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,entity,占道行驶,Action,MEDIUM,action_weak_semantics,0.8000,出殡队列在公路上低速占道行驶,kept_with_risk
009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,entity,违规停车,Action,MEDIUM,action_weak_semantics,0.8000,违规停车燃放鞭炮,kept_with_risk
009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,entity,违规燃放鞭炮,Action,MEDIUM,action_weak_semantics,0.8000,违规停车燃放鞭炮,kept_with_risk
009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,relation,追尾事故-TRIGGERS-占道行驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,出殡队列在公路上低速占道行驶,kept_with_risk
009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,relation,追尾事故-TRIGGERS-违规停车,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,违规停车燃放鞭炮,kept_with_risk
009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,relation,追尾事故-TRIGGERS-违规燃放鞭炮,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,违规停车燃放鞭炮,kept_with_risk
012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,entity,桥面,Resource,MEDIUM,resource_weak_semantics,0.8000,桥面瞬时风力达14级,kept_with_risk
013_农村机耕路履带式收割机与电动三轮车碰撞事故_dc8e78a0,农村机耕路履带式收割机与电动三轮车碰撞事故,entity,电动三轮车,Resource,MEDIUM,resource_weak_semantics,0.9500,载人电动三轮车,kept_with_risk
013_农村机耕路履带式收割机与电动三轮车碰撞事故_dc8e78a0,农村机耕路履带式收割机与电动三轮车碰撞事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.8500,发生正面碰撞,kept_with_risk
014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,entity,强行加塞,Action,MEDIUM,action_weak_semantics,0.8500,一辆小型私家车无视车队警示标志，强行变道加塞进入车队,kept_with_risk
014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,entity,私家车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,一辆小型私家车,kept_with_risk
014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,relation,强行加塞-REQUIRES-私家车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,一辆小型私家车无视车队警示标志，强行变道加塞进入车队,kept_with_risk
014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,relation,追尾碰撞-TRIGGERS-强行加塞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆小型私家车无视车队警示标志，强行变道加塞进入车队,kept_with_risk
015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,entity,紧急制动,Action,MEDIUM,action_weak_semantics,0.8000,对全线有轨电车采取紧急制动措施,kept_with_risk
015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,entity,切断轨道供电,Action,MEDIUM,action_weak_semantics,0.8000,切断轨道供电,kept_with_risk
017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9,烟花爆竹运输车省道侧翻燃爆事故,entity,燃爆,Action,MEDIUM,action_weak_semantics,0.9000,部分烟花爆竹遇摩擦发生燃爆，现场火光冲天、爆炸声不断,kept_with_risk
018_大学校园内部通勤车与学生碰撞事故_dabddc72,大学校园内部通勤车与学生碰撞事故,entity,学校保卫处,Department,MEDIUM,department_weak_semantics,0.8000,学校保卫处,kept_with_risk
021_港口集装箱码头拖头车与堆垛碰撞事故_6456b2ee,港口集装箱码头拖头车与堆垛碰撞事故,entity,集装箱堆垛,Resource,MEDIUM,resource_weak_semantics,0.9000,码头集装箱堆垛,kept_with_risk
024_城市共享电单车换电柜周边车辆起火事故_83b40c74,城市共享电单车换电柜周边车辆起火事故,entity,锂电池,Resource,MEDIUM,resource_weak_semantics,0.9500,一块锂电池突发热失控起火,kept_with_risk
024_城市共享电单车换电柜周边车辆起火事故_83b40c74,城市共享电单车换电柜周边车辆起火事故,entity,起火,Action,MEDIUM,action_weak_semantics,0.8500,一块锂电池突发热失控起火,kept_with_risk
025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,entity,冷链水果,Resource,MEDIUM,resource_weak_semantics,0.9000,满载进口冷链水果,kept_with_risk
026_山区索道下站口接驳车侧翻事故_2ede0717,山区索道下站口接驳车侧翻事故,entity,刹车系统故障,Action,MEDIUM,action_weak_semantics,0.8000,因刹车系统故障,kept_with_risk
026_山区索道下站口接驳车侧翻事故_2ede0717,山区索道下站口接驳车侧翻事故,relation,车辆侧翻-TRIGGERS-刹车系统故障,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因刹车系统故障,kept_with_risk
027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,entity,环卫洗扫车,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆环卫洗扫车正在最右侧车道正常作业,kept_with_risk
027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,entity,封锁,Action,MEDIUM,action_weak_semantics,0.8000,交警部门立即封锁事故路段,kept_with_risk
027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,entity,泡沫覆盖,Action,MEDIUM,action_weak_semantics,0.8000,使用泡沫覆盖漏油区域,kept_with_risk
028_渔港码头道路货车坠海事故_fb0db251,渔港码头道路货车坠海事故,entity,救出驾驶员,Action,MEDIUM,action_weak_semantics,0.8000,救出被困驾驶员,kept_with_risk
030_石油管线伴行道路油罐车泄漏事故_7971854c,石油管线伴行道路油罐车泄漏事故,entity,汽油,Resource,MEDIUM,resource_weak_semantics,0.9500,满载汽油的油罐车,kept_with_risk
030_石油管线伴行道路油罐车泄漏事故_7971854c,石油管线伴行道路油罐车泄漏事故,entity,泄漏,Action,MEDIUM,action_weak_semantics,0.9000,汽油持续泄漏,kept_with_risk
031_城市老旧小区加装电梯施工车辆撞断燃气管道事故_634535d3,城市老旧小区加装电梯施工车辆撞断燃气管道事故,entity,驾驶员操作不当,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员操作不当,kept_with_risk
