id:ID,name,entity_type_cn,:LABEL
EVT_CASE_B9F0C9D9AC,货车冲撞口岸,突发事件,PlanEntity;Event
MEA_CASE_80354268E0,刹车失灵,措施,PlanEntity;Action
ORG_CASE_C08151231F,交警部门,部门,PlanEntity;Department
ORG_CASE_58D13C3595,医疗部门,部门,PlanEntity;Department
ORG_CASE_D7C9B35C28,自动驾驶测试企业,部门,PlanEntity;Department
ORG_CASE_095104B964,城管部门,部门,PlanEntity;Department
MEA_CASE_7880553438,封锁现场,措施,PlanEntity;Action
MEA_CASE_3A74C82AB2,转运伤员,措施,PlanEntity;Action
MEA_CASE_81A3AA00B6,暂停测试,措施,PlanEntity;Action
MEA_CASE_462CC5958C,清理现场,措施,PlanEntity;Action
EVT_CASE_F997FAD57C,车辆闯入赛道,突发事件,PlanEntity;Event
EVT_CASE_F873C3BEE1,马拉松赛事,突发事件,PlanEntity;Event
EVT_CASE_BFB7411EC5,浮桥坍塌,突发事件,PlanEntity;Event
EVT_CASE_A0BEE2C0CD,道路中断,突发事件,PlanEntity;Event
EVT_CASE_2FEC1FEE85,油箱破损漏油,突发事件,PlanEntity;Event
EVT_CASE_3AEB5FD10E,滑行道闯入事件,突发事件,PlanEntity;Event
RES_CASE_7C467D3150,民航客机,应急资源,PlanEntity;Resource
MEA_CASE_34B2655045,紧急制动,措施,PlanEntity;Action
EVT_CASE_9CC62EF2EB,车辆侧翻,突发事件,PlanEntity;Event
MEA_CASE_B804A6CFD8,疏导,措施,PlanEntity;Action
MEA_CASE_CEEE944B99,解救,措施,PlanEntity;Action
MEA_CASE_F2C178773D,清理,措施,PlanEntity;Action
EVT_CASE_4D219D5D07,追尾事故,突发事件,PlanEntity;Event
MEA_CASE_1EE950A88B,占道行驶,措施,PlanEntity;Action
MEA_CASE_A01D41EE67,违规停车,措施,PlanEntity;Action
MEA_CASE_F02874E69E,违规燃放鞭炮,措施,PlanEntity;Action
EVT_CASE_F4AFE9A596,车辆剐蹭,突发事件,PlanEntity;Event
ORG_CASE_4446250415,农业农村部门,部门,PlanEntity;Department
ORG_CASE_27677803C8,农机部门,部门,PlanEntity;Department
MEA_CASE_B3F6D4450F,处置,措施,PlanEntity;Action
MEA_CASE_FC7FB5C70A,协调,措施,PlanEntity;Action
EVT_CASE_83A7AFDA45,高空坠物,突发事件,PlanEntity;Event
MEA_CASE_B9C3743B4E,封闭路段,措施,PlanEntity;Action
EVT_CASE_005531B443,强风车辆失控事故,突发事件,PlanEntity;Event
EVT_CASE_1FBD75EDDD,强台风,突发事件,PlanEntity;Event
RES_CASE_F834A88843,桥面,应急资源,PlanEntity;Resource
ORG_CASE_E2BC3C05B7,大桥管理部门,部门,PlanEntity;Department
MEA_CASE_D569E11F2C,应急处置,措施,PlanEntity;Action
MEA_CASE_19BA502324,人员撤离,措施,PlanEntity;Action
EVT_CASE_9BDDC88CCC,车辆碰撞,突发事件,PlanEntity;Event
RES_CASE_D7EB68391B,电动三轮车,应急资源,PlanEntity;Resource
MEA_CASE_6BA428A393,正面碰撞,措施,PlanEntity;Action
EVT_CASE_40909F589C,追尾碰撞,突发事件,PlanEntity;Event
MEA_CASE_F0668A0176,强行加塞,措施,PlanEntity;Action
RES_CASE_E88979D653,私家车,应急资源,PlanEntity;Resource
EVT_CASE_9965519510,轨道交通车辆卡轨,突发事件,PlanEntity;Event
EVT_CASE_0133F15C01,轨道卡轨,突发事件,PlanEntity;Event
MEA_CASE_96BCF5524F,切断轨道供电,措施,PlanEntity;Action
ORG_CASE_1FE1986898,冷链物流园应急管理部门,部门,PlanEntity;Department
ORG_CASE_CECFFFD120,消防救援队伍,部门,PlanEntity;Department
ORG_CASE_EC88FB5BAD,市场监管部门,部门,PlanEntity;Department
MEA_CASE_29AB47FA07,启动应急预案,措施,PlanEntity;Action
MEA_CASE_AC3160A04E,解救被困人员,措施,PlanEntity;Action
MEA_CASE_BE0A2FD2E0,食品温度监测,措施,PlanEntity;Action
EVT_CASE_621C19C483,烟花爆竹车辆侧翻燃爆,突发事件,PlanEntity;Event
MEA_CASE_8380C51773,燃爆,措施,PlanEntity;Action
MEA_CASE_B396D82FB5,报警,措施,PlanEntity;Action
ORG_CASE_A0094491C8,学校保卫处,部门,PlanEntity;Department
EVT_CASE_A2A5131304,沙漠失联被困,突发事件,PlanEntity;Event
EVT_CASE_8B15663570,地下综合管廊施工,突发事件,PlanEntity;Event
RES_CASE_1C22C7C05B,集装箱堆垛,应急资源,PlanEntity;Resource
MEA_CASE_D39E328781,加固堆垛,措施,PlanEntity;Action
EVT_CASE_8877A84E4E,限高架被撞断,突发事件,PlanEntity;Event
EVT_CASE_56854778B2,道路交通中断,突发事件,PlanEntity;Event
RES_CASE_5EDA26CDE1,锂电池,应急资源,PlanEntity;Resource
MEA_CASE_0542A5288E,起火,措施,PlanEntity;Action
EVT_CASE_6CFDA757C0,冷链运输故障,突发事件,PlanEntity;Event
EVT_CASE_D8D66D6A11,制冷机组故障,突发事件,PlanEntity;Event
RES_CASE_DB2251B2CF,冷链水果,应急资源,PlanEntity;Resource
MEA_CASE_AD69EAB4DC,抽样检测,措施,PlanEntity;Action
MEA_CASE_450A825FE7,拖移车辆,措施,PlanEntity;Action
MEA_CASE_E14F2F1AAA,全面检测,措施,PlanEntity;Action
MEA_CASE_9DFDBB5D63,刹车系统故障,措施,PlanEntity;Action
RES_CASE_FA83C04CD5,环卫洗扫车,应急资源,PlanEntity;Resource
MEA_CASE_B18F6DC654,封锁,措施,PlanEntity;Action
MEA_CASE_777825BC2C,泡沫覆盖,措施,PlanEntity;Action
MEA_CASE_AA591130A1,破拆,措施,PlanEntity;Action
MEA_CASE_F9A9A6FAD1,转运,措施,PlanEntity;Action
EVT_CASE_31F3DC21BE,漏油,突发事件,PlanEntity;Event
EVT_CASE_C1F14A2A32,车辆坠海,突发事件,PlanEntity;Event
ORG_CASE_7384248773,环保部门,部门,PlanEntity;Department
ORG_CASE_12F41DBD86,路政部门,部门,PlanEntity;Department
RES_CASE_BE983D0002,围油栏,应急资源,PlanEntity;Resource
RES_CASE_AE8D95582F,吸油毡,应急资源,PlanEntity;Resource
MEA_CASE_E1A651B279,搭建救援通道,措施,PlanEntity;Action
MEA_CASE_211964BCC1,救出驾驶员,措施,PlanEntity;Action
MEA_CASE_B70F5BF5C5,监测水质,措施,PlanEntity;Action
MEA_CASE_ACB4555AFA,处置漏油污染,措施,PlanEntity;Action
MEA_CASE_6141BB45A2,修复防护桩,措施,PlanEntity;Action
EVT_CASE_85237B46E2,交通拥堵,突发事件,PlanEntity;Event
RES_CASE_ED2B7670D7,汽油,应急资源,PlanEntity;Resource
MEA_CASE_B04D39E895,泄漏,措施,PlanEntity;Action
EVT_CASE_DC3A3BC3D2,燃气管道破损泄漏,突发事件,PlanEntity;Event
MEA_CASE_99E1D246E3,驾驶员操作不当,措施,PlanEntity;Action
EVT_CASE_6B0244EB44,多车剐蹭,突发事件,PlanEntity;Event
EVT_CASE_9E8EF23981,追尾,突发事件,PlanEntity;Event
EVT_CASE_436A2F6617,交通中断,突发事件,PlanEntity;Event
EVT_CASE_9802AC2E18,铁路交通碰撞,突发事件,PlanEntity;Event
RES_CASE_3F29E36A13,铁路调车作业区域,应急资源,PlanEntity;Resource
MEA_CASE_147D49726D,调车作业,措施,PlanEntity;Action
EVT_VEHICLE_BACKLOG,车辆积压,突发事件,PlanEntity;Event
RES_CASE_AD62C909B2,疏散通道,应急资源,PlanEntity;Resource
ORG_CASE_DA3B807A38,交警,部门,PlanEntity;Department
ORG_CASE_D67BC1DFF4,应急管理部门,部门,PlanEntity;Department
MEA_CASE_BD4F60454A,强制拖移,措施,PlanEntity;Action
RES_CASE_EECFC0409C,光伏组件,应急资源,PlanEntity;Resource
ORG_CASE_75A791ED69,电站施工部门,部门,PlanEntity;Department
MEA_CASE_F53A921C07,驾驶员解救,措施,PlanEntity;Action
