entity_id,entity_name,entity_type,alias,alias_type,source
EVT_ROAD_DAMAGE,公路损毁,Event,车辆冲撞,scene_expression,案例抽取自动补充:001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆冲撞,scene_expression,案例抽取自动补充:001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d
EVT_TRAFFIC_ACCIDENT,交通事故,Event,自动驾驶车辆碰撞,scene_expression,案例抽取自动补充:002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠湖,scene_expression,案例抽取自动补充:003_房车营地周边临水道路车辆坠湖事故_5d5046b2
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆闯入赛道,scene_expression,案例抽取自动补充:004_城市马拉松赛事管制路段社会车辆闯入事故_377921af
EVT_ROAD_INTERRUPTION,公路中断,Event,浮桥坍塌,scene_expression,案例抽取自动补充:005_山区水上浮桥重载货车坠河事故_b6cf7837
EVT_TRAFFIC_ACCIDENT,交通事故,Event,浮桥坍塌,scene_expression,案例抽取自动补充:005_山区水上浮桥重载货车坠河事故_b6cf7837
EVT_ROAD_DAMAGE,公路损毁,Event,车辆失控冲撞,scene_expression,案例抽取自动补充:006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆失控冲撞,scene_expression,案例抽取自动补充:006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0
EVT_TRAFFIC_ACCIDENT,交通事故,Event,滑行道闯入事件,scene_expression,案例抽取自动补充:007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,Event,滑行道闯入事件,scene_expression,案例抽取自动补充:007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆侧翻,scene_expression,案例抽取自动补充:008_共享单车批量转运车侧翻占道事故_2389421b
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆侧翻,scene_expression,案例抽取自动补充:008_共享单车批量转运车侧翻占道事故_2389421b
