case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
001_城市十字路口两车轻微追尾事故_685136d4,城市十字路口两车轻微追尾事故,TMP_EVEN_960CFD7273,追尾事故,Event,new_event_with_expansions,EVT_CASE_4D219D5D07,追尾事故,false,EVT_CASE_4D219D5D07,追尾事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,交通事故|公路中断|车辆积压,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,交通事故|公路中断|车辆积压,true,,一辆小型轿车在红灯亮起时正常刹车，后方跟随的一辆SUV因驾驶员跟车过近、注意力不集中，刹车不及，导致前保险杠轻微撞击前车后保险杠。,0.9000
001_城市十字路口两车轻微追尾事故_685136d4,城市十字路口两车轻微追尾事故,TMP_EVEN_AFA94D25E9,车辆积压,Event,new_event,EVT_VEHICLE_BACKLOG,车辆积压,false,EVT_VEHICLE_BACKLOG,车辆积压,,,,,true,,事故占用一条直行车道，导致该路口短暂通行缓慢，后方车辆出现约500米的积压。,0.8000
002_城市快速路私家车抛锚阻断单车道事故_a065de5e,城市快速路私家车抛锚阻断单车道事故,TMP_EVEN_D68FF66772,车辆抛锚,Event,alias_match_with_expansions,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_EMERGENCY,公路交通突发事件,,,true,,一辆小型轿车在行驶过程中突发水温过高报警，随后发动机熄火抛锚在最右侧行车道内。,0.9000
003_乡村公路轻型货车纸箱散落事故_9c9522ce,乡村公路轻型货车纸箱散落事故,TMP_EVEN_4DE2DACA72,货物散落,Event,new_event_with_expansions,EVT_CASE_46F3F2A6FE,货物散落,true,EVT_CASE_46F3F2A6FE,货物散落,EVT_ROAD_BLOCKAGE,公路阻塞,EVT_ROAD_BLOCKAGE,公路阻塞,true,,因车厢绳索松动，导致十余个空纸箱散落至对向车道及路边。,0.9000
003_乡村公路轻型货车纸箱散落事故_9c9522ce,乡村公路轻型货车纸箱散落事故,TMP_ACTI_F92386FAA9,绳索松动,Action,new_entity,MEA_CASE_CCA1C043AF,绳索松动,true,,,,,,,true,,因车厢绳索松动,0.7500
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_EVEN_B4DC1AA056,电动自行车碰撞行人,Event,new_event_with_expansions,EVT_CASE_236A5A2A08,电动自行车碰撞行人,false,EVT_CASE_236A5A2A08,电动自行车碰撞行人,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,true,,一辆外卖电动自行车因急于送单车速较快，在拐弯处与一名刚走出小区的行人发生轻微碰撞,0.9000
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_RESO_75E5269AFD,电动自行车,Resource,existing_match,RES_CASE_8AE47E20B6,电动自行车,false,,,,,,,true,,一辆外卖电动自行车,0.9500
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_RESO_81CAA06F81,行人,Resource,existing_match,RES_CASE_DA80C609AB,行人,false,,,,,,,true,,一名刚走出小区的行人,0.9500
004_小区门口电动自行车与行人轻微碰撞事故_3e12673c,小区门口电动自行车与行人轻微碰撞事故,TMP_ACTI_D19C0C153A,碰撞,Action,existing_match,MEA_CASE_6B219E66DE,碰撞,false,,,,,,,true,,发生轻微碰撞,0.8000
005_高速公路收费站入口抢道剐蹭事故_b18ce0b3,高速公路收费站入口抢道剐蹭事故,TMP_EVEN_BB6641403B,车辆剐蹭,Event,new_event_with_expansions,EVT_CASE_F4AFE9A596,车辆剐蹭,false,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路阻塞|车辆积压|交通事故,EVT_ROAD_BLOCKAGE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路阻塞|车辆积压|交通事故,true,,两车侧面发生轻微刮擦。,0.9000
005_高速公路收费站入口抢道剐蹭事故_b18ce0b3,高速公路收费站入口抢道剐蹭事故,TMP_ACTI_12EC3718E9,争抢车道,Action,new_entity,MEA_CASE_72B697126A,争抢车道,true,,,,,,,true,,在汇流处争抢进入ETC车道,0.8000
005_高速公路收费站入口抢道剐蹭事故_b18ce0b3,高速公路收费站入口抢道剐蹭事故,TMP_RESO_3F4A56811E,ETC车道,Resource,new_entity,RES_CASE_37394CF457,ETC车道,true,,,,,,,true,,ETC入口通道,0.8000
006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,TMP_EVEN_1EE12ECD51,树木倒伏砸车,Event,new_event_with_expansions,EVT_CASE_F1015EFD7A,树木倒伏砸车,true,EVT_CASE_F1015EFD7A,树木倒伏砸车,EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,公路交通突发事件|公路气象灾害,EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,公路交通突发事件|公路气象灾害,true,,行道树上一截约手臂粗的枯树枝突然断裂掉落，正好砸中下方正常行驶的一辆出租车车顶,0.9000
006_城市主干道绿化树枝掉落砸车事故_696abce8,城市主干道绿化树枝掉落砸车事故,TMP_EVEN_4C1E66626C,大风,Event,new_event,EVT_CASE_99B78A6A1D,大风,true,EVT_CASE_99B78A6A1D,大风,,,,,true,,受大风天气影响,0.8000
007_高架桥私家车燃油耗尽抛锚事故_d357874e,高架桥私家车燃油耗尽抛锚事故,TMP_EVEN_696A51252C,车辆抛锚,Event,alias_match_with_expansions,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,EVT_VEHICLE_BACKLOG,车辆积压,,,true,,一辆小型轿车因驾驶员疏忽，未注意油表报警，导致车辆燃油彻底耗尽，失去动力后滑行停在右侧车道上。,0.9000
