case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
001_经典交通应急处置案例_第二批补充_28a5f3a4,# 经典交通应急处置案例（第二批补充）,case,# 经典交通应急处置案例（第二批补充）,case,HIGH,case_empty_relations,0.0000,,needs_reextract
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,entity,危化品运输车,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆装载液化天然气的罐式危化品运输车,kept_with_risk
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,entity,货运火车,Resource,MEDIUM,resource_weak_semantics,0.9500,与正常行驶的货运火车发生正面碰撞,kept_with_risk
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.8500,与正常行驶的货运火车发生正面碰撞,kept_with_risk
004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,entity,渡船,Resource,MEDIUM,resource_civilian_vehicle,0.9500,某乡村河流渡口，一辆小型货车搭载3名乘客乘坐渡船过渡,kept_with_risk
004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,entity,驾驶员操作不当,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员操作不当，渡船与停靠在渡口的另一艘渡船发生碰撞,kept_with_risk
004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,relation,驾驶员操作不当-REQUIRES-渡船,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员操作不当，渡船与停靠在渡口的另一艘渡船发生碰撞,kept_with_risk
004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,relation,渡船碰撞事故-TRIGGERS-驾驶员操作不当,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员操作不当，渡船与停靠在渡口的另一艘渡船发生碰撞,kept_with_risk
010_高速服务区维修区车辆碰撞事故_6645cebc,高速服务区维修区车辆碰撞事故,entity,维修人员操作不当,Action,MEDIUM,action_weak_semantics,0.8000,因维修人员操作不当,kept_with_risk
010_高速服务区维修区车辆碰撞事故_6645cebc,高速服务区维修区车辆碰撞事故,relation,车辆碰撞-TRIGGERS-维修人员操作不当,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因维修人员操作不当,kept_with_risk
011_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,entity,小型货车,Resource,MEDIUM,resource_civilian_vehicle,0.8000,一辆小型货车,kept_with_risk
011_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.8000,3辆小型轿车,kept_with_risk
013_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,entity,浓硫酸,Resource,MEDIUM,resource_weak_semantics,0.9500,装载浓硫酸的罐式危化品运输车,kept_with_risk
013_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,entity,罐式危化品运输车,Resource,MEDIUM,resource_weak_semantics,0.9000,一辆装载浓硫酸的罐式危化品运输车,kept_with_risk
013_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,entity,中和,Action,MEDIUM,action_weak_semantics,0.8000,用中和剂处理泄漏浓硫酸,kept_with_risk
014_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,entity,路面维修,Action,MEDIUM,action_weak_semantics,0.8000,施工单位在进行路面维修时,kept_with_risk
014_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,entity,施工围挡,Resource,MEDIUM,resource_weak_semantics,0.9000,与施工围挡发生碰撞，围挡倒塌,kept_with_risk
015_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,entity,拖拉机,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆无牌拖拉机,kept_with_risk
015_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,entity,电动三轮车,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆电动三轮车,kept_with_risk
015_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.9000,发生碰撞,kept_with_risk
016_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,entity,溜车,Action,MEDIUM,action_weak_semantics,0.8000,因车辆未拉手刹发生溜车,kept_with_risk
016_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,relation,车辆碰撞-TRIGGERS-溜车,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因车辆未拉手刹发生溜车,kept_with_risk
019_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,relation,危险化学品泄漏-TRIGGERS-采样监测,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对周边土壤、水源进行采样监测,kept_with_risk
019_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,relation,危险化学品泄漏-TRIGGERS-疏导,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏导过往车辆绕行,kept_with_risk
019_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,relation,危险化学品泄漏-TRIGGERS-事故调查,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,依据《危险化学品安全管理条例》开展事故调查,kept_with_risk
020_经典交通应急处置案例_补充_4ace74ea,经典交通应急处置案例（补充）,case,经典交通应急处置案例（补充）,case,HIGH,case_empty_relations,0.0000,,needs_reextract
024_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,entity,电池短路,Action,MEDIUM,action_weak_semantics,0.9500,因电池短路引发起火,kept_with_risk
024_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,relation,车辆起火-TRIGGERS-电池短路,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因电池短路引发起火,kept_with_risk
025_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.8500,与一辆逆行的私家车发生正面碰撞,kept_with_risk
026_城市快速路多车追尾事故_91cf4a2e,城市快速路多车追尾事故,entity,急刹车,Action,MEDIUM,action_weak_semantics,0.8000,一辆小型轿车因急刹车,kept_with_risk
026_城市快速路多车追尾事故_91cf4a2e,城市快速路多车追尾事故,relation,追尾事故-TRIGGERS-急刹车,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆小型轿车因急刹车,kept_with_risk
026_城市快速路多车追尾事故_91cf4a2e,城市快速路多车追尾事故,relation,追尾事故-CAUSES-油路泄漏,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成3人轻微受伤，快速路单向交通严重拥堵，后方车辆滞留约6公里，早高峰通勤受到严重影响，事故车辆占用应急车道，影响救援车辆通行，部分车辆因碰撞出现油路泄漏，存在起火风险。,kept_with_risk
027_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,entity,拖拉机,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆无牌拖拉机装载农作物,kept_with_risk
027_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,entity,行人,Resource,MEDIUM,resource_weak_semantics,0.9500,路边行走的2名老人,kept_with_risk
027_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.9000,发生碰撞，老人被撞倒在地,kept_with_risk
028_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,case,隧道内车辆起火浓烟封堵事故,case,HIGH,case_empty_relations,0.8000,某山区隧道（长1800米），一辆大型货车行驶至隧道中段时，因刹车失灵引发车辆起火，火势迅速蔓延，产生大量浓烟，封堵整个隧道，隧道内有5辆车辆滞留，驾驶员和乘客无法撤离，隧道通风系统正常运行但无法快速排出浓烟。,needs_reextract
030_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,entity,驾驶员疲劳驾驶,Action,MEDIUM,action_weak_semantics,0.8500,因驾驶员疲劳驾驶,kept_with_risk
030_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,relation,燃油泄漏-TRIGGERS-驾驶员疲劳驾驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员疲劳驾驶,kept_with_risk
031_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,entity,闯红灯,Action,MEDIUM,action_weak_semantics,0.9500,一辆重型货车闯红灯行驶,kept_with_risk
031_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,entity,重型货车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,一辆重型货车,kept_with_risk
031_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,relation,闯红灯-REQUIRES-重型货车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,一辆重型货车闯红灯行驶,kept_with_risk
031_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,relation,道路交通碰撞-TRIGGERS-闯红灯,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆重型货车闯红灯行驶,kept_with_risk
032_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,entity,驾驶员,Department,MEDIUM,department_weak_semantics,0.9000,因驾驶员超速行驶,kept_with_risk
032_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,entity,超速行驶,Action,MEDIUM,action_weak_semantics,0.9000,因驾驶员超速行驶,kept_with_risk
032_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,relation,超速行驶-IMPLEMENTED_BY-驾驶员,Action->Department,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员超速行驶,kept_with_risk
032_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,relation,客车坠崖-TRIGGERS-超速行驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员超速行驶,kept_with_risk
032_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,relation,客车坠崖-CAUSES-坠崖,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成客车驾驶员1人死亡、8人重伤、7人轻伤，客车完全损毁，火势存在蔓延至山崖下植被的风险，事故路段双向交通中断，救援难度大，受伤人员因地处偏远，面临延误救治的风险。,kept_with_risk
033_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,relation,大雾-TRIGGERS-设置警戒标志,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,设置警戒标志,kept_with_risk
033_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,relation,大雾-TRIGGERS-解救,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,将被压骑行者解救出来,kept_with_risk
033_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,relation,大雾-TRIGGERS-疏导交通,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,协助疏导交通,kept_with_risk
035_城市小区门口车辆碰撞儿童事故_50ca750e,城市小区门口车辆碰撞儿童事故,case,城市小区门口车辆碰撞儿童事故,case,HIGH,case_empty_relations,0.8000,某市小区门口，一辆小型轿车在驶出小区时，因驾驶员未观察前方路况，与正在小区门口玩耍的2名儿童发生碰撞，儿童被撞倒在地，轿车未立即停车，后被周边群众拦下，小区门口人流量较大，有多名行人围观。,needs_reextract
036_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,entity,桥梁护栏维修作业,Action,MEDIUM,action_weak_semantics,0.8000,施工单位正在进行桥梁护栏维修作业,kept_with_risk
036_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,relation,桥梁车辆坠落-TRIGGERS-桥梁护栏维修作业,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,施工单位正在进行桥梁护栏维修作业,kept_with_risk
036_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,relation,桥梁车辆坠落-CAUSES-漏油,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成工程车驾驶员1人被困，工程车完全损毁，坠入江面后有漏油现象，可能污染江水，桥梁施工进度受阻，桥面交通部分封闭，过往车辆需绕行，存在施工材料坠落伤人的风险。,kept_with_risk
037_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,entity,车辆侧滑,Action,MEDIUM,action_weak_semantics,0.8500,发生侧滑,kept_with_risk
037_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,一辆小型轿车,kept_with_risk
038_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,entity,违规吸烟,Action,MEDIUM,action_weak_semantics,0.9500,因驾驶员违规吸烟,kept_with_risk
