id:ID,name,entity_type_cn,:LABEL
EVT_CASE_23EE1D84BC,危化品运输车辆与火车碰撞,突发事件,PlanEntity;Event
RES_CASE_DBB582ED02,危化品运输车,应急资源,PlanEntity;Resource
RES_CASE_E193A7EA9F,货运火车,应急资源,PlanEntity;Resource
MEA_CASE_6BA428A393,正面碰撞,措施,PlanEntity;Action
EVT_CASE_FF7FD44A64,危化品泄漏,突发事件,PlanEntity;Event
EVT_CASE_8D488B1349,铁路交通中断,突发事件,PlanEntity;Event
EVT_CASE_9CC62EF2EB,车辆侧翻,突发事件,PlanEntity;Event
EVT_CASE_BE91B84AF9,匝道交通中断,突发事件,PlanEntity;Event
EVT_CASE_98C4D3810F,渡船碰撞事故,突发事件,PlanEntity;Event
RES_CASE_C54C46856D,渡船,应急资源,PlanEntity;Resource
MEA_CASE_99E1D246E3,驾驶员操作不当,措施,PlanEntity;Action
EVT_CASE_7E4A45E8A0,车辆追尾,突发事件,PlanEntity;Event
EVT_CASE_09C02D083D,车辆起火,突发事件,PlanEntity;Event
EVT_CASE_28F2EB3BAD,柴油泄漏,突发事件,PlanEntity;Event
MEA_CASE_93A78D3315,应急预案启动,措施,PlanEntity;Action
MEA_CASE_E0A0DD879B,车道封闭,措施,PlanEntity;Action
MEA_CASE_F716A34BBA,伤员转运,措施,PlanEntity;Action
ORG_CASE_C08151231F,交警部门,部门,PlanEntity;Department
ORG_CASE_58D13C3595,医疗部门,部门,PlanEntity;Department
RES_CASE_29907B707A,泡沫消防车,应急资源,PlanEntity;Resource
EVT_CASE_9BDDC88CCC,车辆碰撞,突发事件,PlanEntity;Event
EVT_CASE_768E76F1F3,起火,突发事件,PlanEntity;Event
EVT_RAINSTORM,暴雨,突发事件,PlanEntity;Event
EVT_CASE_F4726E4011,车辆侧滑,突发事件,PlanEntity;Event
ORG_CASE_DA3B807A38,交警,部门,PlanEntity;Department
ORG_CASE_84C9FE032D,消防,部门,PlanEntity;Department
MEA_CASE_CEEE944B99,解救,措施,PlanEntity;Action
MEA_CASE_36DBC83B98,封闭公路,措施,PlanEntity;Action
MEA_CASE_13F54D4CC6,疏导车辆,措施,PlanEntity;Action
MEA_CASE_7BB41D16D6,维修人员操作不当,措施,PlanEntity;Action
EVT_CASE_F4AFE9A596,车辆剐蹭,突发事件,PlanEntity;Event
RES_CASE_8D16A7E2EC,小型货车,应急资源,PlanEntity;Resource
RES_CASE_70407E27F9,小型轿车,应急资源,PlanEntity;Resource
ORG_CASE_095104B964,城管部门,部门,PlanEntity;Department
MEA_CASE_B804A6CFD8,疏导,措施,PlanEntity;Action
MEA_CASE_F2C178773D,清理,措施,PlanEntity;Action
MEA_CASE_F85C37DD34,拖移,措施,PlanEntity;Action
RES_CASE_B90EF464D4,浓硫酸,应急资源,PlanEntity;Resource
RES_CASE_75CC3CBC0D,罐式危化品运输车,应急资源,PlanEntity;Resource
MEA_CASE_39D13A1B81,堵漏,措施,PlanEntity;Action
MEA_CASE_D469ADC267,中和,措施,PlanEntity;Action
MEA_CASE_CC6AD1D7DA,路面维修,措施,PlanEntity;Action
RES_CASE_76A0FC9D87,施工围挡,应急资源,PlanEntity;Resource
EVT_CASE_4322946C4A,拖拉机与电动三轮车碰撞,突发事件,PlanEntity;Event
RES_CASE_C1E4441EF6,拖拉机,应急资源,PlanEntity;Resource
RES_CASE_D7EB68391B,电动三轮车,应急资源,PlanEntity;Resource
MEA_CASE_6B219E66DE,碰撞,措施,PlanEntity;Action
MEA_CASE_02ED2FB31E,溜车,措施,PlanEntity;Action
EVT_CASE_977FDFD762,排水系统堵塞,突发事件,PlanEntity;Event
EVT_CASE_7FF0D5B34D,雾凇,突发事件,PlanEntity;Event
MEA_CASE_87C818ACA4,采样监测,措施,PlanEntity;Action
MEA_CASE_6933DFD8F9,事故调查,措施,PlanEntity;Action
EVT_CASE_04E49A0DEE,瓷砖散落,突发事件,PlanEntity;Event
EVT_CASE_9DD0BDA4CE,交通碰撞,突发事件,PlanEntity;Event
MEA_CASE_4DEF057716,救援,措施,PlanEntity;Action
MEA_CASE_5E9CDA061E,电池短路,措施,PlanEntity;Action
EVT_CASE_4D219D5D07,追尾事故,突发事件,PlanEntity;Event
MEA_CASE_72BE7C7A01,急刹车,措施,PlanEntity;Action
EVT_CASE_5DC52E598D,油路泄漏,突发事件,PlanEntity;Event
RES_CASE_DA80C609AB,行人,应急资源,PlanEntity;Resource
EVT_CASE_60EF6773FA,道路塌陷,突发事件,PlanEntity;Event
MEA_CASE_A6CD658948,驾驶员疲劳驾驶,措施,PlanEntity;Action
EVT_CASE_911BCF600E,道路交通碰撞,突发事件,PlanEntity;Event
MEA_CASE_CF67B7CA0F,闯红灯,措施,PlanEntity;Action
RES_CASE_7BEA479A9E,重型货车,应急资源,PlanEntity;Resource
EVT_CASE_D11990E045,客车坠崖,突发事件,PlanEntity;Event
ORG_CASE_DFE92BD53C,驾驶员,部门,PlanEntity;Department
MEA_CASE_0B78E0C051,超速行驶,措施,PlanEntity;Action
EVT_CASE_83F7DCDE3E,坠崖,突发事件,PlanEntity;Event
EVT_HEAVY_FOG,大雾,突发事件,PlanEntity;Event
MEA_CASE_CE138D0F05,设置警戒标志,措施,PlanEntity;Action
MEA_CASE_2216349A64,疏导交通,措施,PlanEntity;Action
EVT_CASE_D04013D35F,危化品车罐体爆炸,突发事件,PlanEntity;Event
EVT_CASE_F5EC6BBB9F,爆炸,突发事件,PlanEntity;Event
EVT_CASE_8820B3E0F9,桥梁车辆坠落,突发事件,PlanEntity;Event
MEA_CASE_F35658E3CB,桥梁护栏维修作业,措施,PlanEntity;Action
EVT_CASE_31F3DC21BE,漏油,突发事件,PlanEntity;Event
EVT_CASE_51C41B32E7,车辆侧滑碰撞,突发事件,PlanEntity;Event
MEA_CASE_7719C4F54E,车辆侧滑,措施,PlanEntity;Action
EVT_CASE_6F7A2A4A6F,加油站火灾,突发事件,PlanEntity;Event
MEA_CASE_F1317D2147,违规吸烟,措施,PlanEntity;Action
MEA_CASE_3B62149796,泡沫覆盖法,措施,PlanEntity;Action
EVT_CASE_987220FC67,车辆抛锚,突发事件,PlanEntity;Event
EVT_CASE_85237B46E2,交通拥堵,突发事件,PlanEntity;Event
MEA_CASE_B04D39E895,泄漏,措施,PlanEntity;Action
EVT_CASE_AF7628B03F,落石砸车,突发事件,PlanEntity;Event
EVT_CASE_F942FD2EE9,高速追尾事故,突发事件,PlanEntity;Event
MEA_CASE_641D68DEBE,追尾,措施,PlanEntity;Action
EVT_CASE_091BB1089D,火灾,突发事件,PlanEntity;Event
ORG_CASE_CECFFFD120,消防救援队伍,部门,PlanEntity;Department
ORG_CASE_D67BC1DFF4,应急管理部门,部门,PlanEntity;Department
RES_CASE_8DF04046F3,清障车,应急资源,PlanEntity;Resource
RES_CASE_69F0E8684B,吊车,应急资源,PlanEntity;Resource
EVT_CASE_DE8891D1DD,校车与货车碰撞,突发事件,PlanEntity;Event
EVT_CASE_028CA28AE4,车辆拥堵,突发事件,PlanEntity;Event
EVT_CASE_106C22F38E,路面积水,突发事件,PlanEntity;Event
RES_CASE_54576A6949,油漆,应急资源,PlanEntity;Resource
MEA_CASE_A048795819,超载,措施,PlanEntity;Action
ORG_CASE_B6CBD41599,交通部门,部门,PlanEntity;Department
MEA_CASE_03349F59B0,停止施工,措施,PlanEntity;Action
MEA_CASE_C2D9BE1EAA,现场勘查,措施,PlanEntity;Action
MEA_CASE_12987E1F14,整改安全隐患,措施,PlanEntity;Action
EVT_CASE_67994BB4B4,爆胎,突发事件,PlanEntity;Event
MEA_CASE_72E84ECB20,道路封闭,措施,PlanEntity;Action
RES_CASE_056D880291,甲醛,应急资源,PlanEntity;Resource
MEA_CASE_26F6CA0D04,堵漏处置,措施,PlanEntity;Action
MEA_CASE_7B049C8E34,排烟通风,措施,PlanEntity;Action
MEA_CASE_1F94E0BD1F,安全转运,措施,PlanEntity;Action
