:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_CASE_23EE1D84BC,EVT_CASE_FF7FD44A64,引发,CAUSES,002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,危化品罐体出现裂缝，天然气少量泄漏,0.9500,案例抽取导入
EVT_CASE_23EE1D84BC,EVT_CASE_8D488B1349,引发,CAUSES,002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,造成铁路交通中断约1小时,0.8500,案例抽取导入
MEA_CASE_6BA428A393,RES_CASE_DBB582ED02,调用,REQUIRES,002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,一辆装载液化天然气的罐式危化品运输车，在道口信号灯变红时未停车避让，与正常行驶的货运火车发生正面碰撞,0.7500,案例抽取导入
MEA_CASE_6BA428A393,RES_CASE_E193A7EA9F,调用,REQUIRES,002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,一辆装载液化天然气的罐式危化品运输车，在道口信号灯变红时未停车避让，与正常行驶的货运火车发生正面碰撞,0.7500,案例抽取导入
EVT_CASE_9CC62EF2EB,EVT_CASE_BE91B84AF9,引发,CAUSES,003_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,车辆侧翻，匝道双向交通完全中断,0.9500,案例抽取导入
EVT_CASE_9CC62EF2EB,EVT_VEHICLE_BACKLOG,引发,CAUSES,003_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,车辆侧翻，后方车辆滞留约4公里,0.9000,案例抽取导入
MEA_CASE_99E1D246E3,RES_CASE_C54C46856D,调用,REQUIRES,004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,因驾驶员操作不当，渡船与停靠在渡口的另一艘渡船发生碰撞,0.6200,案例抽取导入
EVT_CASE_98C4D3810F,MEA_CASE_99E1D246E3,触发,TRIGGERS,004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,因驾驶员操作不当，渡船与停靠在渡口的另一艘渡船发生碰撞,0.6200,案例抽取导入
EVT_CASE_7E4A45E8A0,EVT_CASE_09C02D083D,引发,CAUSES,005_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,某高速公路收费站入口车道，因车流量大通行缓慢，一辆小型轿车因跟车过近，与前方一辆重型半挂牵引车发生追尾，轿车车头撞击严重并起火,0.9500,案例抽取导入
EVT_CASE_7E4A45E8A0,EVT_CASE_28F2EB3BAD,引发,CAUSES,005_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,牵引车油箱被撞破损，柴油泄漏,0.8500,案例抽取导入
MEA_CASE_93A78D3315,RES_CASE_29907B707A,调用,REQUIRES,005_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,消防救援队伍赶赴现场，采用泡沫消防车压制火势,0.7500,案例抽取导入
MEA_CASE_E0A0DD879B,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,005_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,交警部门封闭收费站入口车道,0.8000,案例抽取导入
MEA_CASE_F716A34BBA,ORG_CASE_58D13C3595,实施主体,IMPLEMENTED_BY,005_高速收费站车辆追尾引发火灾事故_1f1f3d01,高速收费站车辆追尾引发火灾事故,医疗部门转运受伤人员至医院,0.8000,案例抽取导入
EVT_CASE_9BDDC88CCC,EVT_CASE_768E76F1F3,引发,CAUSES,006_城市地下车库车辆碰撞起火事故_4670e54d,城市地下车库车辆碰撞起火事故,碰撞导致轿车电路短路引发起火,0.9500,案例抽取导入
EVT_LONG_TUNNEL_ACCIDENT,EVT_RAINSTORM,引发,CAUSES,007_山区隧道群连环追尾事故_2368489c,山区隧道群连环追尾事故,因突发暴雨，隧道内路面湿滑，一辆重型货车与前方4辆小型轿车、2辆轻型货车发生连环追尾,0.9000,案例抽取导入
EVT_CASE_F4726E4011,EVT_ROAD_ICE,引发,CAUSES,008_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,因路面结冰湿滑，在弯道处发生侧滑,0.9500,案例抽取导入
MEA_CASE_CEEE944B99,ORG_CASE_84C9FE032D,实施主体,IMPLEMENTED_BY,008_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,消防救援队伍使用绳索装备解救被困游客,0.9000,案例抽取导入
MEA_CASE_36DBC83B98,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,008_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,交警部门封闭景区公路,0.9000,案例抽取导入
MEA_CASE_13F54D4CC6,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,008_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,交警部门...疏导过往车辆绕行,0.8500,案例抽取导入
EVT_RAINSTORM,EVT_MAJOR_BRIDGE_ACCIDENT,引发,CAUSES,009_暴雨乡村桥梁冲毁交通事故_3bc5860c,暴雨乡村桥梁冲毁交通事故,因连续特大暴雨，河水暴涨冲毁桥梁中段,0.9800,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_7BB41D16D6,触发,TRIGGERS,010_高速服务区维修区车辆碰撞事故_6645cebc,高速服务区维修区车辆碰撞事故,因维修人员操作不当,0.6200,案例抽取导入
MEA_CASE_B804A6CFD8,RES_CASE_8D16A7E2EC,调用,REQUIRES,011_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,交警部门立即赶赴现场，疏散围观群众，疏导过往车辆绕行,0.7000,案例抽取导入
