entity_id,entity_name,entity_type,alias,alias_type,source
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品运输车辆与火车碰撞,scene_expression,案例抽取自动补充:002_铁路道口危化品运输车与火车碰撞事故_b56d81db
EVT_TRAFFIC_ACCIDENT,交通事故,Event,危化品运输车辆与火车碰撞,scene_expression,案例抽取自动补充:002_铁路道口危化品运输车与火车碰撞事故_b56d81db
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆侧翻,scene_expression,案例抽取自动补充:003_城市高架匝道货车侧翻货物散落事故_dc8ba489
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆侧翻,scene_expression,案例抽取自动补充:003_城市高架匝道货车侧翻货物散落事故_dc8ba489
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧翻,scene_expression,案例抽取自动补充:003_城市高架匝道货车侧翻货物散落事故_dc8ba489
EVT_TRAFFIC_ACCIDENT,交通事故,Event,渡船碰撞事故,scene_expression,案例抽取自动补充:004_乡村渡口车辆渡船碰撞事故_a7269e2d
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,Event,渡船碰撞事故,scene_expression,案例抽取自动补充:004_乡村渡口车辆渡船碰撞事故_a7269e2d
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆追尾,scene_expression,案例抽取自动补充:005_高速收费站车辆追尾引发火灾事故_1f1f3d01
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,车辆追尾,scene_expression,案例抽取自动补充:005_高速收费站车辆追尾引发火灾事故_1f1f3d01
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆追尾,scene_expression,案例抽取自动补充:005_高速收费站车辆追尾引发火灾事故_1f1f3d01
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞起火,scene_expression,案例抽取自动补充:006_城市地下车库车辆碰撞起火事故_4670e54d
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧滑,scene_expression,案例抽取自动补充:008_冰雪景区道路客车侧滑事故_2812b623
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁冲毁,scene_expression,案例抽取自动补充:009_暴雨乡村桥梁冲毁交通事故_3bc5860c
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆碰撞,scene_expression,案例抽取自动补充:010_高速服务区维修区车辆碰撞事故_6645cebc
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,车辆碰撞,scene_expression,案例抽取自动补充:010_高速服务区维修区车辆碰撞事故_6645cebc
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆剐蹭,scene_expression,案例抽取自动补充:011_城市商圈周边道路多车剐蹭事故_6783f6a6
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆剐蹭,scene_expression,案例抽取自动补充:011_城市商圈周边道路多车剐蹭事故_6783f6a6
EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,Event,落石,scene_expression,案例抽取自动补充:012_山区公路落石阻断救援通道事故_9e199752
EVT_ROAD_INTERRUPTION,公路中断,Event,拖拉机与电动三轮车碰撞,scene_expression,案例抽取自动补充:015_乡村田间道路拖拉机碰撞事故_649b4404
EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,Event,车辆碰撞,scene_expression,案例抽取自动补充:016_高速货车服务区检修碰撞事故_e7d53286
EVT_METEO_ROAD,公路气象灾害,Event,道路积水,scene_expression,案例抽取自动补充:017_城市小区地下车库积水事故_b7e69900
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆侧滑,scene_expression,案例抽取自动补充:018_山区公路雾凇路段车辆侧滑事故_f1b5cc26
EVT_METEO_ROAD,公路气象灾害,Event,车辆侧滑,scene_expression,案例抽取自动补充:018_山区公路雾凇路段车辆侧滑事故_f1b5cc26
EVT_ROAD_BLOCKAGE,公路阻塞,Event,车辆侧翻,scene_expression,案例抽取自动补充:021_连霍高速洛阳段货车侧翻货物散落事故_b2d03a8f
EVT_TRAFFIC_ACCIDENT,交通事故,Event,交通碰撞,scene_expression,案例抽取自动补充:022_城市主干道公交车与电动车碰撞事故_a4b4dfcf
EVT_ROAD_INTERRUPTION,公路中断,Event,道路滑坡,scene_expression,案例抽取自动补充:023_山区公路滑坡阻断交通事故_63a86176
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆起火,scene_expression,案例抽取自动补充:024_高速服务区车辆起火事故_dac6bbf7
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危险化学品泄漏事故,scene_expression,案例抽取自动补充:025_危化品运输车与私家车碰撞泄漏事故_9a2ba735
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞行人,scene_expression,案例抽取自动补充:027_乡村道路拖拉机与行人碰撞事故_7fd0535a
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆起火,scene_expression,案例抽取自动补充:028_隧道内车辆起火浓烟封堵事故_2ff59dd3
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,车辆起火,scene_expression,案例抽取自动补充:028_隧道内车辆起火浓烟封堵事故_2ff59dd3
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆起火,scene_expression,案例抽取自动补充:028_隧道内车辆起火浓烟封堵事故_2ff59dd3
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路塌陷,scene_expression,案例抽取自动补充:029_暴雨引发道路塌陷交通事故_f50e7896
EVT_ROAD_INTERRUPTION,公路中断,Event,道路塌陷,scene_expression,案例抽取自动补充:029_暴雨引发道路塌陷交通事故_f50e7896
EVT_NATURAL_DISASTER,自然灾害,Event,道路塌陷,scene_expression,案例抽取自动补充:029_暴雨引发道路塌陷交通事故_f50e7896
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,燃油泄漏,scene_expression,案例抽取自动补充:030_高速货车与护栏碰撞燃油泄漏事故_ae8b8317
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路交通碰撞,scene_expression,案例抽取自动补充:031_城市路口货车闯红灯撞人事故_bb08dee8
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路交通碰撞,scene_expression,案例抽取自动补充:031_城市路口货车闯红灯撞人事故_bb08dee8
EVT_TRAFFIC_ACCIDENT,交通事故,Event,客车坠崖,scene_expression,案例抽取自动补充:032_山区公路客车坠崖事故_8922caf2
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品车罐体爆炸,scene_expression,案例抽取自动补充:034_高速危化品车罐体爆炸事故_f7b8552f
EVT_TRAFFIC_ACCIDENT,交通事故,Event,危化品车罐体爆炸,scene_expression,案例抽取自动补充:034_高速危化品车罐体爆炸事故_f7b8552f
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,桥梁车辆坠落,scene_expression,案例抽取自动补充:036_桥梁施工坠落事故_fac4dd46
EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,Event,桥梁车辆坠落,scene_expression,案例抽取自动补充:036_桥梁施工坠落事故_fac4dd46
EVT_TRAFFIC_ACCIDENT,交通事故,Event,桥梁车辆坠落,scene_expression,案例抽取自动补充:036_桥梁施工坠落事故_fac4dd46
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧滑碰撞,scene_expression,案例抽取自动补充:037_冰雪路面乡村道路多车碰撞事故_4b49398a
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,加油站火灾,scene_expression,案例抽取自动补充:038_高速服务区加油站起火事故_b0ce6eb0
EVT_TRAFFIC_ACCIDENT,交通事故,Event,加油站火灾,scene_expression,案例抽取自动补充:038_高速服务区加油站起火事故_b0ce6eb0
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆抛锚,scene_expression,案例抽取自动补充:039_城市快速路车辆抛锚引发拥堵事故_1458401e
