case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,TMP_EVEN_2DE1A7BA75,危化品运输车辆与火车碰撞,Event,new_event_with_expansions,EVT_CASE_23EE1D84BC,危化品运输车辆与火车碰撞,true,EVT_CASE_23EE1D84BC,危化品运输车辆与火车碰撞,EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,危险化学品运输泄漏事件|交通事故,EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,危险化学品运输泄漏事件|交通事故,true,,某县道铁路平交道口，一辆装载液化天然气的罐式危化品运输车，在道口信号灯变红时未停车避让，与正常行驶的货运火车发生正面碰撞,0.9000
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,TMP_RESO_F513E0A0CC,危化品运输车,Resource,new_entity,RES_CASE_DBB582ED02,危化品运输车,true,,,,,,,true,,一辆装载液化天然气的罐式危化品运输车,0.9500
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,TMP_RESO_E031C8F4C7,货运火车,Resource,new_entity,RES_CASE_E193A7EA9F,货运火车,true,,,,,,,true,,与正常行驶的货运火车发生正面碰撞,0.9500
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,TMP_ACTI_916AA94D50,正面碰撞,Action,new_entity,MEA_CASE_6BA428A393,正面碰撞,true,,,,,,,true,,与正常行驶的货运火车发生正面碰撞,0.8500
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,TMP_EVEN_83E5D935DB,危化品泄漏,Event,new_event,EVT_CASE_FF7FD44A64,危化品泄漏,true,EVT_CASE_FF7FD44A64,危化品泄漏,,,,,true,,危化品罐体出现裂缝，天然气少量泄漏,0.9000
002_铁路道口危化品运输车与火车碰撞事故_b56d81db,铁路道口危化品运输车与火车碰撞事故,TMP_EVEN_D3402D0380,铁路交通中断,Event,new_event,EVT_CASE_8D488B1349,铁路交通中断,true,EVT_CASE_8D488B1349,铁路交通中断,,,,,true,,铁路交通中断约1小时,0.8000
003_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,TMP_EVEN_CFCDDB888A,车辆侧翻,Event,new_event_with_expansions,EVT_CASE_9CC62EF2EB,车辆侧翻,true,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆积压|公路中断|交通事故,EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆积压|公路中断|交通事故,true,,一辆重型货车超载运输建材，在匝道转弯处因车速过快、重心偏移发生侧翻,0.9000
003_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,TMP_EVEN_66E0C4C956,匝道交通中断,Event,new_event,EVT_CASE_BE91B84AF9,匝道交通中断,true,EVT_CASE_BE91B84AF9,匝道交通中断,,,,,true,,匝道双向交通完全中断,0.8000
003_城市高架匝道货车侧翻货物散落事故_dc8ba489,城市高架匝道货车侧翻货物散落事故,TMP_EVEN_E1507A5CFC,车辆滞留,Event,alias_match,EVT_VEHICLE_BACKLOG,车辆积压,false,EVT_VEHICLE_BACKLOG,车辆积压,,,,,true,,后方车辆滞留约4公里,0.7000
004_乡村渡口车辆渡船碰撞事故_a7269e2d,乡村渡口车辆渡船碰撞事故,TMP_EVEN_5D39D7A8DF,渡船碰撞事故,Event,new_event_with_expansions,EVT_CASE_98C4D3810F,渡船碰撞事故,true,EVT_CASE_98C4D3810F,渡船碰撞事故,EVT_TRAFFIC_ACCIDENT|EVT_HUB_INTERRUPTION,交通事故|重要客运枢纽运行中断,EVT_TRAFFIC_ACCIDENT|EVT_HUB_INTERRUPTION,交通事故|重要客运枢纽运行中断,true,,某乡村河流渡口，一辆小型货车搭载3名乘客乘坐渡船过渡，渡船行驶至河中央时，因驾驶员操作不当，渡船与停靠在渡口的另一艘渡船发生碰撞，渡船船体破损，小型货车不慎落水，车内人员被困渡船甲板。,0.9000
