run_id,run_time,sample_id,group_id,retrieval_mode,agent_mode,enable_review,enable_revision,model_name,latency_ms,input_tokens,output_tokens,total_tokens,approved_like,executability_score,safety_score,constraint_alignment_score,evidence_grounding_score,total_score,rule_total_score,score_backend,llm_judge_enabled,llm_judge_success,llm_judge_weight,llm_judge_model,llm_executability_score,llm_safety_score,llm_compliance_score,llm_overall_score,llm_judge_reason,llm_judge_error,constraint_coverage,critical_miss_rate,has_forbidden_action,critical_action_missed,missing_actions_count,violated_constraints_count,evidence_hit_count,notes
R20260410171556,2026-04-10T17:15:56,S004,G3,dual,single,0,0,gemma-3-27b-it,34574,0,0,0,1,0.9,1.0,1.0,0.8,0.9,0.9,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰完整，覆盖救援、排水、交通管制、医疗安置等关键环节，可执行性强。充分考虑了被困人员安全和二次风险。响应级别、部门职责与预案、法律相符。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S005,G3,dual,single,0,0,gemma-3-27b-it,26421,0,0,0,1,0.85,0.9,0.9,0.7,0.86,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.9,0.86,方案步骤清晰、完整，覆盖现场管控、伤员救治、清理、调查与交通疏导等关键环节，可执行性强。风险控制较充分，但对侧翻车辆稳定、建材特殊风险（如易燃）考虑不足。步骤符合常见法律法规与应急流程。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S008,G3,dual,single,0,0,gemma-3-27b-it,22894,0,0,0,1,0.85,0.9,0.8,0.7,0.88,0.82,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.95,0.88,方案完整可执行，针对报警、救治、管控、疏导、调查、宣传、清理、善后等关键环节均制定了明确步骤，符合预案要求。但重伤员的现场急救止血等风险控制细节待加强。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S009,G3,dual,single,0,0,gemma-3-27b-it,24197,0,0,0,1,0.9,0.95,0.9,0.85,0.93,0.9,llm,1,1,0.6,xopdeepseekv32,0.9,0.95,0.95,0.93,方案步骤具体完整，包含启动响应、现场处置、监测预警和事后恢复全流程。强调了救援队伍自身安全、实时监测二次滑坡风险，并明确各联动单位职责，符合应急预案要求。,,0.9,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S010,G3,dual,single,0,0,gemma-3-27b-it,26610,0,0,0,1,0.9,1.0,1.0,0.8,0.95,0.9,llm,1,1,0.6,xopdeepseekv32,0.95,0.92,0.97,0.95,方案步骤清晰、职责明确，包含了预警、初期处置、报警、疏散、专业灭火、善后安置、安全检测、恢复秩序及事故调查全过程。针对火灾、充电桩、加油站及围观旅客等风险管控措施得当。符合各项法规及应急流程要求，无口号式表述。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S012,G3,dual,single,0,0,gemma-3-27b-it,27622,0,0,0,1,0.9,0.95,0.9,0.7,0.93,0.86,llm,1,1,0.6,xopdeepseekv32,0.9,0.95,0.95,0.93,策略完整，步骤清晰可行，覆盖事故处置各方面。针对起火风险和伤员处置明确。响应等级与分工符合相关预案与法规要求。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S013,G3,dual,single,0,0,gemma-3-27b-it,28649,0,0,0,1,0.9,0.95,0.9,0.7,0.88,0.86,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.95,0.88,方案步骤清晰完整，可操作性强。对火灾、浓烟、人员被困均有具体措施，但隧道内复杂情况下的现场救援指挥与协调细节可进一步强化。方案总体上符合相关法规和预案要求。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S017,G3,dual,single,0,0,gemma-3-27b-it,32523,0,0,0,1,0.9,1.0,1.0,0.8,0.97,0.9,llm,1,1,0.6,xopdeepseekv32,1.0,0.9,1.0,0.97,方案步骤完整、具体、可操作性强，响应、处置、恢复、调查流程清晰，无口号式表述。充分考虑了匝道封闭、分流、散落物清理、路面清扫、护栏修复等风险控制措施。依据了相关法律法规，符合常规应急处理流程。未明确提及对侧翻货车自身燃油泄漏等具体隐患的处置细节，是轻微扣分项。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S018,G3,dual,single,0,0,gemma-3-27b-it,31665,0,0,0,1,0.9,0.95,0.9,0.8,0.95,0.88,llm,1,1,0.6,xopdeepseekv32,0.95,0.9,1.0,0.95,策略步骤清晰完整，职责明确，可操作性强。覆盖了人员救援、污染控制、交通管制、事故调查及事后整治等关键环节，符合法规与预案要求，对各类风险均有控制措施。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410171556,2026-04-10T17:15:56,S022,G3,dual,single,0,0,gemma-3-27b-it,22218,0,0,0,1,0.9,1.0,1.0,0.8,0.93,0.93,llm,1,1,0.6,xopdeepseekv32,0.9,0.9,1.0,0.93,方案步骤清晰完整，可执行性强。针对性处理了车辆二次翻滚风险，并涵盖了伤员救治、现场清理、交通管控、事后处理等全流程。步骤符合相关法律法规和应急预案要求。,,1.0,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
