run_id,run_time,sample_id,group_id,retrieval_mode,agent_mode,enable_review,enable_revision,model_name,latency_ms,input_tokens,output_tokens,total_tokens,approved_like,executability_score,safety_score,constraint_alignment_score,evidence_grounding_score,total_score,rule_total_score,score_backend,llm_judge_enabled,llm_judge_success,llm_judge_weight,llm_judge_model,llm_executability_score,llm_safety_score,llm_compliance_score,llm_overall_score,llm_judge_reason,llm_judge_error,constraint_coverage,critical_miss_rate,has_forbidden_action,critical_action_missed,missing_actions_count,violated_constraints_count,evidence_hit_count,notes
R20260410165857,2026-04-10T16:58:57,S007,G3,dual,single,0,0,gemma-3-27b-it,25543,0,0,0,1,0.9,0.95,1.0,0.8,0.9,0.9,llm,1,1,0.6,xopdeepseekv32,0.85,0.9,0.95,0.9,方案步骤清晰完整，覆盖预警、现场管控、清理和善后全流程，可执行性强。重点考虑了防二次事故和风险排查。符合相关法规及应急预案要求，体系完整。,,1.0,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S032,G3,dual,single,0,0,gemma-3-27b-it,18171,0,0,0,1,0.8,0.9,0.8,0.7,0.95,0.8,llm,1,1,0.6,xopdeepseekv32,0.95,0.9,1.0,0.95,方案步骤清晰、完整、可执行，覆盖了预警、救援、现场管控、调查和恢复全过程。对二次事故等风险有明确控制措施。完全符合相关法律法规和预案要求。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S033,G3,dual,single,0,0,gemma-3-27b-it,17725,0,0,0,1,0.85,0.9,0.8,0.7,0.83,0.82,llm,1,1,0.6,xopdeepseekv32,0.85,0.75,0.9,0.83,方案流程完整，符合法规和预案要求。但对货车驾驶员控制环节细节不足，未明确其是否涉及酒驾等风险排查，安全保障可细化。现场围观群众处理仅依赖城管，多部门协同需加强。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S041,G3,dual,single,0,0,gemma-3-27b-it,31532,0,0,0,1,0.9,1.0,1.0,0.8,0.83,0.9,llm,1,1,0.6,xopdeepseekv32,0.85,0.75,0.9,0.83,方案步骤具体可执行，但未明确提及对受惊乱跑的宠物进行安全控制，可能产生新风险。方案内容符合交通应急相关法律法规要求。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S053,G3,dual,single,0,0,gemma-3-27b-it,34654,0,0,0,1,0.9,1.0,1.0,0.8,0.83,0.9,llm,1,1,0.6,xopdeepseekv32,0.8,0.8,0.9,0.83,方案步骤清晰完整，覆盖现场处置、伤员救治、交通恢复及事后处理，可执行性强。风险控制措施明确，如警戒防止二次事故。整体符合法规和预案要求。个别步骤如“加强安全管理”较笼统。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S063,G3,dual,single,0,0,gemma-3-27b-it,21773,0,0,0,1,0.85,0.95,0.9,0.8,0.9,0.88,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,策略步骤具体完整，兼顾交通恢复、人员安全与后续治理。对违停、事故处置、学生引导、运力补充等关键风险点均有针对性措施，无明显新风险。启动Ⅲ级响应等措施符合预案要求，但部分措施联动细节可加强。,,0.9,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S090,G3,dual,single,0,0,gemma-3-27b-it,22872,0,0,0,1,0.9,1.0,1.0,0.8,0.9,0.9,llm,1,1,0.6,xopdeepseekv32,0.9,0.95,0.85,0.9,方案步骤明确具体，可执行性强。安全评估与警示设置控制了风险，无新增风险。快处快赔与《规定》一致，但发布Ⅳ级预警对轻微事故可能小题大做，与案例和预案精神略有出入。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S091,G3,dual,single,0,0,gemma-3-27b-it,21119,0,0,0,1,0.9,1.0,1.0,0.8,0.95,0.9,llm,1,1,0.6,xopdeepseekv32,0.95,0.95,0.95,0.95,方案步骤清晰、可执行、流程完整，包含预警、防护、拖离、分流、评估等环节。充分控制现场安全风险，未引入新风险。符合《道路交通安全法》等法规和应急响应程序。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S092,G3,dual,single,0,0,gemma-3-27b-it,14616,0,0,0,1,0.9,1.0,1.0,0.8,0.9,0.9,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰、完整且职责明确，符合应急流程。考虑了安全风险控制（如交通管制、搬运清理）和驾驶员教育。严格遵守相关法律法规和预案。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S093,G3,dual,single,0,0,gemma-3-27b-it,21924,0,0,0,1,0.8,0.9,0.9,0.7,0.93,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.95,0.95,0.93,策略步骤清晰完整、可操作性强，从接报到归档闭环。充分关注现场秩序、伤员救助和事故调解，风险控制得当。方案符合相关法律法规及应急预案要求，无明显疏漏。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S094,G3,dual,single,0,0,gemma-3-27b-it,23144,0,0,0,1,0.85,0.95,0.9,0.8,0.9,0.88,llm,1,1,0.6,xopdeepseekv32,0.85,0.9,0.95,0.9,方案步骤完整具体，责任分工明确，可执行性强。充分考虑安全因素，包括引导车辆、设置警示、事后安全排查。步骤完全符合相关法律法规和典型应急预案的处置流程。,,0.9,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S095,G3,dual,single,0,0,gemma-3-27b-it,22989,0,0,0,1,0.6,0.7,0.6,0.7,0.87,0.65,llm,1,1,0.6,xopdeepseekv32,0.85,0.9,0.85,0.87,方案步骤清晰，职责明确，具备可执行性。充分考虑了现场安全、事后排查与公众预警，符合应急处理流程。但预警级别的启动和升级依据可更具体化。,,0.6,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S096,G3,dual,single,0,0,gemma-3-27b-it,20318,0,0,0,1,0.75,0.9,0.8,0.7,0.9,0.78,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤具体、完整且可执行，符合法律法规。但将车辆推行至应急停靠带可能存在次生风险，建议明确使用专业清障设备确保安全。,,0.8,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S097,G3,dual,single,0,0,gemma-3-27b-it,22307,0,0,0,1,0.85,0.95,0.9,0.8,0.88,0.88,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.95,0.88,方案步骤清晰可执行，责任主体明确，符合事故快处和记录要求。主要问题在于轻微事故中多个部门（路政、交通运输主管部门）重复派遣和干预，资源投入过度，但整体安全合规。,,0.9,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S098,G3,dual,single,0,0,gemma-3-27b-it,18266,0,0,0,1,0.8,0.9,0.9,0.7,0.9,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.9,0.9,0.9,策略步骤清晰完整，可操作性强；注重快速清障与秩序恢复，充分控制事故本身风险且无新增风险；完全符合交通法规及应急处理预案要求，证据支持充分。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S099,G3,dual,single,0,0,gemma-3-27b-it,21184,0,0,0,1,0.9,1.0,1.0,0.8,0.9,0.9,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰完整，可操作性强，覆盖了预警、清障、追查、善后、报告的完整流程。安全措施到位，考虑了现场及车辆安全检查。符合相关交通法规和应急预案要求。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S100,G3,dual,single,0,0,gemma-3-27b-it,13931,0,0,0,1,0.7,0.8,0.9,0.6,0.85,0.75,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.9,0.85,方案步骤完整、有序、职责清晰，可执行性强。针对隧道内轻微事故的风险控制（如移车、清障、通风检查）考虑较充分。遵循预案，响应分级合理。但对次级风险的缓解措施（如防追尾、二次事故）可更具体。,,0.9,0.0,0,0,0,0,0,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S101,G3,dual,single,0,0,gemma-3-27b-it,22350,0,0,0,1,0.6,0.7,0.8,0.7,0.63,0.7,llm,1,1,0.6,xopdeepseekv32,0.4,0.8,0.7,0.63,方案步骤逻辑清晰，职责明确，符合法律法规。但对仅膝盖擦伤的单人单车事故，启动Ⅳ级预警、出动多个部门进行现场清理等步骤显得反应过度，可执行性较差，资源投入与实际风险不匹配。,,0.8,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S102,G3,dual,single,0,0,gemma-3-27b-it,22664,0,0,0,1,0.9,1.0,1.0,0.7,0.93,0.9,llm,1,1,0.6,xopdeepseekv32,0.9,0.9,1.0,0.93,方案步骤清晰、具体，职责明确，可操作性强。考虑了现场安全控制（交通管制、加固围挡）并督促后续管理。完全符合相关法律法规和应急处理案例精神，无安全隐患。,,1.0,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260410165857,2026-04-10T16:58:57,S103,G3,dual,single,0,0,gemma-3-27b-it,19962,0,0,0,1,0.9,1.0,1.0,0.8,1.0,0.9,llm,1,1,0.6,xopdeepseekv32,1.0,1.0,1.0,1.0,方案步骤清晰完整，完全针对事故的风险点（警示、人员疏散）进行处置，步骤间衔接有序，完全符合交通应急法规和标准流程。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
