case_id,case_title,source_file,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,query_event_ids,query_event_names,alias_patch_target_ids,alias_patch_target_names,normalized_id,normalized_name,normalized_score,matched_alias,extraction_confidence,evidence,review_status
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_EVEN_23580A7EB1,电动自行车碰撞行人,Event,new_event_with_expansions,EVT_CASE_236A5A2A08,电动自行车碰撞行人,true,EVT_CASE_236A5A2A08,电动自行车碰撞行人,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|公路交通突发事件|车辆积压|交通事故,EVT_CASE_236A5A2A08|EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,电动自行车碰撞行人|公路中断|公路交通突发事件|车辆积压|交通事故,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|公路交通突发事件|车辆积压|交通事故,,,0.0000,,0.9000,一辆超标电动自行车为躲避路口交警，违规闯入封闭BRT车道，高速冲向正在候车的10余名乘客，撞上站台护栏后失控倒地，剐蹭多名候车群众，部分乘客被撞倒挤压。,REVIEW_REQUIRED
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_DEPA_2AE9F364E0,120,Department,new_entity,ORG_CASE_F3733BF715,120,true,,,,,,,,,,,0.0000,,0.8000,拨打120,REVIEW_REQUIRED
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_DEPA_5764B981B8,122,Department,new_entity,ORG_CASE_C9CD17705A,122,true,,,,,,,,,,,0.0000,,0.8000,拨打122,REVIEW_REQUIRED
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_DEPA_8F9BA1BDB7,城管部门,Department,new_entity,ORG_CASE_095104B964,城管部门,true,,,,,,,,,,,0.6429,,0.7000,城管部门协助清理现场,AUTO_MEDIUM
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_ACTI_93C243BDE0,疏散,Action,existing_match,MEA_CASE_1BCFC5476A,疏散,false,,,,,,,,,MEA_CASE_1BCFC5476A,疏散,1.0000,疏散,0.7000,BRT站台工作人员立即启动应急预案，疏散候车乘客,AUTO_HIGH
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_ACTI_9EB3E0A71F,清理现场,Action,new_entity,MEA_CASE_462CC5958C,清理现场,true,,,,,,,,,,,0.8667,,0.7000,城管部门协助清理现场,AUTO_HIGH
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,交通应急处理案例4.txt,TMP_ACTI_440ADE73CD,修复受损护栏,Action,new_entity,MEA_CASE_841676482D,修复受损护栏,true,,,,,,,,,,,0.4250,,0.7000,城管部门协助清理现场，修复受损护栏,REVIEW_REQUIRED
002_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd,案例2：冷链运输车高速爆胎侧翻冻品散落事故,交通应急处理案例4.txt,TMP_EVEN_6F2D09A73C,车辆侧翻,Event,new_event_with_expansions,EVT_CASE_9CC62EF2EB,车辆侧翻,true,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT,公路中断|公路交通突发事件|公路交通运输生产事故|公路损毁|交通事故,EVT_CASE_9CC62EF2EB|EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT,车辆侧翻|公路中断|公路交通突发事件|公路交通运输生产事故|公路损毁|交通事故,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT,公路中断|公路交通突发事件|公路交通运输生产事故|公路损毁|交通事故,,,0.0000,,0.9000,一辆装载进口冷冻肉类的冷链运输车，因左后轮长期未更换高速爆胎，车辆失控侧翻在行车道与应急车道之间,REVIEW_REQUIRED
002_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd,案例2：冷链运输车高速爆胎侧翻冻品散落事故,交通应急处理案例4.txt,TMP_EVEN_68D08D0DB2,高速爆胎,Event,new_event,EVT_CASE_627C2CA797,高速爆胎,true,EVT_CASE_627C2CA797,高速爆胎,,,EVT_CASE_627C2CA797,高速爆胎,,,,,0.0000,,0.8500,因左后轮长期未更换高速爆胎,REVIEW_REQUIRED
002_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd,案例2：冷链运输车高速爆胎侧翻冻品散落事故,交通应急处理案例4.txt,TMP_DEPA_FF636925D7,交警,Department,new_entity,ORG_CASE_DA3B807A38,交警,true,,,,,,,,,,,0.8667,,0.8000,交警封闭事故路段,AUTO_HIGH
002_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd,案例2：冷链运输车高速爆胎侧翻冻品散落事故,交通应急处理案例4.txt,TMP_DEPA_8987C6292D,交通部门,Department,existing_match,ORG_CASE_B6CBD41599,交通部门,false,,,,,,,,,ORG_CASE_B6CBD41599,交通部门,1.0000,交通部门,0.8000,交通部门调集吊车、清障车、冷链转运车,AUTO_HIGH
