case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,entity,120,Department,MEDIUM,department_weak_semantics,0.8000,拨打120,kept_with_risk
001_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,entity,122,Department,MEDIUM,department_weak_semantics,0.8000,拨打122,kept_with_risk
002_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd,案例2：冷链运输车高速爆胎侧翻冻品散落事故,entity,交警,Department,MEDIUM,department_weak_semantics,0.8000,交警封闭事故路段,kept_with_risk
004_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c,案例4：沙漠公路风沙遮眼多车剐蹭事故,entity,剐蹭碰撞,Action,MEDIUM,action_weak_semantics,0.8500,接连发生剐蹭碰撞,kept_with_risk
004_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c,案例4：沙漠公路风沙遮眼多车剐蹭事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.8000,3辆小型轿车,kept_with_risk
004_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c,案例4：沙漠公路风沙遮眼多车剐蹭事故,entity,皮卡,Resource,MEDIUM,resource_weak_semantics,0.8000,1辆皮卡,kept_with_risk
005_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7,案例5：城市下穿隧道积水车辆熄火被困事故,entity,破拆,Action,MEDIUM,action_weak_semantics,0.8000,采用破拆车窗、搭建救生通道方式救出被困人员,kept_with_risk
005_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7,案例5：城市下穿隧道积水车辆熄火被困事故,entity,隧道,Resource,MEDIUM,resource_weak_semantics,0.9000,市区下穿隧道,kept_with_risk
006_案例6_景区观光车弯道侧翻游客被困事故_1a6cd084,案例6：景区观光车弯道侧翻游客被困事故,case,案例6：景区观光车弯道侧翻游客被困事故,case,HIGH,case_empty_relations,0.8000,山区景区盘山观光道路，一辆载有18名游客的观光车，在连续急转弯路段，因驾驶员车速过快、路面有落叶湿滑，车辆侧翻至路边排水沟，车身倾斜，部分游客被卡在座位与车身之间，车门变形无法开启。,needs_reextract
007_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7,案例7：高速公路养护作业区车辆闯入撞伤工人事故,entity,驾驶员分心驾驶,Action,MEDIUM,action_weak_semantics,0.8500,因驾驶员分心驾驶,kept_with_risk
007_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7,案例7：高速公路养护作业区车辆闯入撞伤工人事故,relation,施工区域车辆碰撞行人-TRIGGERS-驾驶员分心驾驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员分心驾驶,kept_with_risk
008_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684,案例8：乡村临水路段三轮车坠河乘客落水事故,entity,消防人员,Department,MEDIUM,department_weak_semantics,0.8000,消防人员携带冲锋舟、救生衣赶赴现场,kept_with_risk
008_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684,案例8：乡村临水路段三轮车坠河乘客落水事故,entity,医疗人员,Department,MEDIUM,department_weak_semantics,0.8000,医疗人员现场对呛水、受伤人员进行吸氧、包扎处置,kept_with_risk
009_案例9_城市高架路宠物窜出引发多车急刹追尾事故_772f45c7,案例9：城市高架路宠物窜出引发多车急刹追尾事故,entity,紧急刹车,Action,MEDIUM,action_weak_semantics,0.8000,紧急刹车避让,kept_with_risk
009_案例9_城市高架路宠物窜出引发多车急刹追尾事故_772f45c7,案例9：城市高架路宠物窜出引发多车急刹追尾事故,entity,交警,Department,MEDIUM,department_weak_semantics,0.8500,交警快速到场,kept_with_risk
009_案例9_城市高架路宠物窜出引发多车急刹追尾事故_772f45c7,案例9：城市高架路宠物窜出引发多车急刹追尾事故,entity,路政人员,Department,MEDIUM,department_weak_semantics,0.8000,路政人员快速清理路面碎片,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,与对向占道行驶的小型轿车发生剐蹭,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,entity,剐蹭,Action,MEDIUM,action_weak_semantics,0.8500,与对向占道行驶的小型轿车发生剐蹭,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,entity,交警,Department,MEDIUM,department_weak_semantics,0.9000,交警封闭路段，疏散周边群众与车辆,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,relation,剐蹭-REQUIRES-小型轿车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,与对向占道行驶的小型轿车发生剐蹭,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,relation,液化气泄漏-TRIGGERS-剐蹭,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,与对向占道行驶的小型轿车发生剐蹭,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,relation,疏散-IMPLEMENTED_BY-交警,Action->Department,MEDIUM,relation_fallback_inferred,0.6200,周边群众紧急疏散；交警封闭路段，疏散周边群众与车辆,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,relation,液化气泄漏-TRIGGERS-疏散,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,周边群众紧急疏散；交警封闭路段，疏散周边群众与车辆,kept_with_risk
010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,relation,液化气泄漏-TRIGGERS-堵漏,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对受损气罐进行堵漏、转移,kept_with_risk
