entity_id,entity_name,entity_type,alias,alias_type,source
EVT_ROAD_INTERRUPTION,公路中断,Event,闯红灯交通事故,scene_expression,案例抽取自动补充:003_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5
EVT_METEO_ROAD,公路气象灾害,Event,隧道积水车辆被困,scene_expression,案例抽取自动补充:005_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,隧道积水车辆被困,scene_expression,案例抽取自动补充:005_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7
EVT_TRAFFIC_ACCIDENT,交通事故,Event,施工区域车辆碰撞行人,scene_expression,案例抽取自动补充:007_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工区域车辆碰撞行人,scene_expression,案例抽取自动补充:007_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆坠河,scene_expression,案例抽取自动补充:008_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684
EVT_ROAD_DAMAGE,公路损毁,Event,车辆坠河,scene_expression,案例抽取自动补充:008_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,液化气泄漏,scene_expression,案例抽取自动补充:010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177
EVT_ROAD_INTERRUPTION,公路中断,Event,追尾事故,scene_expression,案例抽取自动补充:012_案例12_山区雾区客车追尾货车乘客被困事故_c8333410
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,新能源汽车起火,scene_expression,案例抽取自动补充:014_案例14_高速服务区充电桩车辆短路起火事故_53d3e03f
EVT_VEHICLE_BACKLOG,车辆积压,Event,农用车侧翻,scene_expression,案例抽取自动补充:015_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6
EVT_TRAFFIC_ACCIDENT,交通事故,Event,农用车侧翻,scene_expression,案例抽取自动补充:015_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞树木,scene_expression,案例抽取自动补充:017_案例17_校园周边校车避让学生撞树事故_674504cb
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆碰撞树木,scene_expression,案例抽取自动补充:017_案例17_校园周边校车避让学生撞树事故_674504cb
EVT_TRAFFIC_ACCIDENT,交通事故,Event,轮胎脱落,scene_expression,案例抽取自动补充:018_案例18_省道货车轮胎脱落砸伤对向轿车事故_fccf945e
EVT_ROAD_INTERRUPTION,公路中断,Event,电动自行车碰撞,scene_expression,案例抽取自动补充:019_案例19_城市地下通道电动车逆行碰撞事故_12e40307
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,电动自行车碰撞,scene_expression,案例抽取自动补充:019_案例19_城市地下通道电动车逆行碰撞事故_12e40307
EVT_VEHICLE_BACKLOG,车辆积压,Event,电动自行车碰撞,scene_expression,案例抽取自动补充:019_案例19_城市地下通道电动车逆行碰撞事故_12e40307
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,车辆自燃,scene_expression,案例抽取自动补充:020_案例20_林区公路落叶自燃引燃货车事故_29d401a5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路抛洒物事故,scene_expression,案例抽取自动补充:021_案例21_高速路货车遗撒碎石砸毁多车玻璃事故_66aa27e9
EVT_ROAD_DAMAGE,公路损毁,Event,道路抛洒物事故,scene_expression,案例抽取自动补充:021_案例21_高速路货车遗撒碎石砸毁多车玻璃事故_66aa27e9
EVT_ROAD_INTERRUPTION,公路中断,Event,渡船倾斜,scene_expression,案例抽取自动补充:022_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,渡船倾斜,scene_expression,案例抽取自动补充:022_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高速追尾事故,scene_expression,案例抽取自动补充:026_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a
EVT_ROAD_DAMAGE,公路损毁,Event,桥梁设施损坏,scene_expression,案例抽取自动补充:028_案例28_乡村桥梁限高杆被货车撞断阻断交通事故_b883778e
EVT_ROAD_INTERRUPTION,公路中断,Event,机动车与非机动车交通事故,scene_expression,案例抽取自动补充:029_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,机动车与非机动车交通事故,scene_expression,案例抽取自动补充:029_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_VEHICLE_BACKLOG,车辆积压,Event,机动车与非机动车交通事故,scene_expression,案例抽取自动补充:029_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路漫水,scene_expression,案例抽取自动补充:030_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3
EVT_ROAD_DAMAGE,公路损毁,Event,道路漫水,scene_expression,案例抽取自动补充:030_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3
EVT_ROAD_INTERRUPTION,公路中断,Event,观光自行车与轿车碰撞,scene_expression,案例抽取自动补充:032_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,观光自行车与轿车碰撞,scene_expression,案例抽取自动补充:032_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_VEHICLE_BACKLOG,车辆积压,Event,观光自行车与轿车碰撞,scene_expression,案例抽取自动补充:032_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆失控,scene_expression,案例抽取自动补充:034_案例34_省道货车刹车失灵冲上坡避险车道事故_2dda7108
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,燃油泄漏,scene_expression,案例抽取自动补充:037_案例37_城市环路燃油泄漏路面滑溜多车事故_62e7adcd
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆碰撞,scene_expression,案例抽取自动补充:038_案例38_乡村公路收割机占道行驶碰撞事故_f280c6b4
