entity_id,entity_name,entity_type,alias,alias_type,source
EVT_TRAFFIC_ACCIDENT,交通事故,Event,电动自行车闯入撞人,scene_expression,案例抽取自动补充:002_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,电动自行车闯入撞人,scene_expression,案例抽取自动补充:002_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆侧翻,scene_expression,案例抽取自动补充:003_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd
EVT_FOOD_OCCUPATIONAL,食品安全和职业危害,Event,车辆侧翻,scene_expression,案例抽取自动补充:003_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧翻,scene_expression,案例抽取自动补充:003_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd
EVT_ROAD_INTERRUPTION,公路中断,Event,道路交通碰撞事故,scene_expression,案例抽取自动补充:004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路交通碰撞事故,scene_expression,案例抽取自动补充:004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,沙尘暴引发多车碰撞,scene_expression,案例抽取自动补充:005_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c
EVT_VEHICLE_BACKLOG,车辆积压,Event,沙尘暴引发多车碰撞,scene_expression,案例抽取自动补充:005_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,隧道积水车辆被困,scene_expression,案例抽取自动补充:006_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7
EVT_TRAFFIC_ACCIDENT,交通事故,Event,隧道积水车辆被困,scene_expression,案例抽取自动补充:006_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆侧翻,scene_expression,案例抽取自动补充:007_案例6_景区观光车弯道侧翻游客被困事故_1a6cd084
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工区域车辆撞人,scene_expression,案例抽取自动补充:008_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7
EVT_TRAFFIC_ACCIDENT,交通事故,Event,施工区域车辆撞人,scene_expression,案例抽取自动补充:008_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠水,scene_expression,案例抽取自动补充:009_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆坠水,scene_expression,案例抽取自动补充:009_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,液化气泄漏,scene_expression,案例抽取自动补充:011_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆侧翻,scene_expression,案例抽取自动补充:012_案例11_地铁口接驳三轮车扎堆载客碰撞行人事故_55455401
EVT_ROAD_INTERRUPTION,公路中断,Event,追尾事故,scene_expression,案例抽取自动补充:013_案例12_山区雾区客车追尾货车乘客被困事故_c8333410
EVT_VEHICLE_BACKLOG,车辆积压,Event,追尾事故,scene_expression,案例抽取自动补充:013_案例12_山区雾区客车追尾货车乘客被困事故_c8333410
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆起火,scene_expression,案例抽取自动补充:015_案例14_高速服务区充电桩车辆短路起火事故_53d3e03f
EVT_TRAFFIC_ACCIDENT,交通事故,Event,农用车侧翻,scene_expression,案例抽取自动补充:016_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6
EVT_METEO_ROAD,公路气象灾害,Event,车辆侧翻,scene_expression,案例抽取自动补充:017_案例16_跨海大桥横风致货车侧摆撞护栏事故_ebcb6fbe
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆撞树,scene_expression,案例抽取自动补充:018_案例17_校园周边校车避让学生撞树事故_674504cb
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆撞树,scene_expression,案例抽取自动补充:018_案例17_校园周边校车避让学生撞树事故_674504cb
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,轮胎脱落,scene_expression,案例抽取自动补充:019_案例18_省道货车轮胎脱落砸伤对向轿车事故_fccf945e
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,车辆自燃,scene_expression,案例抽取自动补充:021_案例20_林区公路落叶自燃引燃货车事故_29d401a5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路抛洒物事故,scene_expression,案例抽取自动补充:022_案例21_高速路货车遗撒碎石砸毁多车玻璃事故_66aa27e9
EVT_ROAD_INTERRUPTION,公路中断,Event,渡船倾斜,scene_expression,案例抽取自动补充:023_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,高空坠物砸车,scene_expression,案例抽取自动补充:024_案例23_城市环路工程作业车高空坠物砸车事故_4d8cb0cd
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高空坠物砸车,scene_expression,案例抽取自动补充:024_案例23_城市环路工程作业车高空坠物砸车事故_4d8cb0cd
EVT_ROAD_ICE,道路积冰,Event,车辆侧翻,scene_expression,案例抽取自动补充:025_案例24_冰雪山区公路面包车坠沟事故_8474fcb3
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆碰撞,scene_expression,案例抽取自动补充:026_案例25_农贸市场周边货车卸货撞损摊位事故_ebca0da2
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞,scene_expression,案例抽取自动补充:026_案例25_农贸市场周边货车卸货撞损摊位事故_ebca0da2
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,高速隧道追尾事故,scene_expression,案例抽取自动补充:027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,Event,交通碰撞事故,scene_expression,案例抽取自动补充:030_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,道路漫水,scene_expression,案例抽取自动补充:031_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路漫水,scene_expression,案例抽取自动补充:031_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,道路交通碰撞,scene_expression,案例抽取自动补充:033_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
