source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
电动自行车闯入撞人,TMP_EVEN_EF3BA94750,EVT_CASE_E558F7CE44,电动自行车闯入撞人,EVT_CASE_E558F7CE44|EVT_TRAFFIC_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,报警,TMP_ACTI_37E635F067,MEA_CASE_B396D82FB5,报警,,002_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,Event,Action,0.8500,BRT站台工作人员立即启动应急预案，拨打120、122报警,交通应急处理案例4.txt,AUTO_HIGH
清理,TMP_ACTI_CEF91B8ADA,MEA_CASE_F2C178773D,清理,,IMPLEMENTED_BY,城管部门,TMP_DEPA_0246A6F1E5,ORG_CASE_095104B964,城管部门,,002_案例1_城市BRT公交站台电动车闯入撞人事故_31bdc65a,案例1：城市BRT公交站台电动车闯入撞人事故,Action,Department,0.9000,城管部门协助清理现场,交通应急处理案例4.txt,AUTO_HIGH
高速爆胎,TMP_EVEN_392FE2C8B0,EVT_CASE_627C2CA797,高速爆胎,EVT_CASE_627C2CA797,CAUSES,车辆侧翻,TMP_EVEN_E96EB0F3D0,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_VEHICLE_BACKLOG|EVT_FOOD_OCCUPATIONAL|EVT_TRAFFIC_ACCIDENT,003_案例2_冷链运输车高速爆胎侧翻冻品散落事故_b7d6d2bd,案例2：冷链运输车高速爆胎侧翻冻品散落事故,Event,Event,0.9800,因左后轮长期未更换高速爆胎，车辆失控侧翻,交通应急处理案例4.txt,AUTO_HIGH
道路交通碰撞事故,TMP_EVEN_431C421E91,EVT_CASE_0E43F35CA8,道路交通碰撞事故,EVT_CASE_0E43F35CA8|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,超载运输,TMP_ACTI_E25EB6E2AB,MEA_CASE_7E150A3C7F,超载运输,,004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,Event,Action,0.7000,重型渣土车超载运输渣土,交通应急处理案例4.txt,AUTO_MEDIUM
沙尘暴,TMP_EVEN_29A3271D6C,EVT_DUST_STORM,沙尘暴,EVT_DUST_STORM|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,CAUSES,剐蹭碰撞,TMP_EVEN_9E0A7D9978,EVT_CASE_133A532E7B,剐蹭碰撞,EVT_CASE_133A532E7B,005_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c,案例4：沙漠公路风沙遮眼多车剐蹭事故,Event,Event,0.9000,突发强沙尘暴，风沙完全遮挡视线，3辆小型轿车、1辆皮卡因视线受阻、车速过快，接连发生剐蹭碰撞,交通应急处理案例4.txt,AUTO_HIGH
沙尘暴,TMP_EVEN_29A3271D6C,EVT_DUST_STORM,沙尘暴,EVT_DUST_STORM|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,CAUSES,车辆滞留,TMP_EVEN_F8BE92EBB4,EVT_VEHICLE_BACKLOG,车辆积压,EVT_VEHICLE_BACKLOG,005_案例4_沙漠公路风沙遮眼多车剐蹭事故_8187350c,案例4：沙漠公路风沙遮眼多车剐蹭事故,Event,Event,0.8000,车辆横停在路面，部分车辆保险杠脱落、玻璃破损，车辆滞留长达12公里,交通应急处理案例4.txt,AUTO_MEDIUM
暴雨,TMP_EVEN_AEF88942D6,EVT_RAINSTORM,暴雨,EVT_RAINSTORM,CAUSES,道路积水,TMP_EVEN_B3F3F9131C,EVT_ROAD_EMERGENCY,公路交通突发事件,EVT_ROAD_EMERGENCY|EVT_RAINSTORM|EVT_ROAD_DAMAGE,006_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7,案例5：城市下穿隧道积水车辆熄火被困事故,Event,Event,0.9500,因突降大暴雨，排水系统超负荷运行，路面积水迅速上涨,交通应急处理案例4.txt,AUTO_HIGH
道路积水,TMP_EVEN_B3F3F9131C,EVT_ROAD_EMERGENCY,公路交通突发事件,EVT_ROAD_EMERGENCY|EVT_RAINSTORM|EVT_ROAD_DAMAGE,CAUSES,积水,TMP_EVEN_B691CA425C,EVT_CASE_5CECC4C9FA,积水,EVT_CASE_5CECC4C9FA,006_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7,案例5：城市下穿隧道积水车辆熄火被困事故,Event,Event,0.8500,路面积水迅速上涨至60厘米，2辆小型轿车、1辆SUV驶入积水区后依次熄火,交通应急处理案例4.txt,AUTO_HIGH
施工区域车辆撞人,TMP_EVEN_7CABA8332F,EVT_CASE_55F238E968,施工区域车辆撞人,EVT_CASE_55F238E968|EVT_CONSTRUCTION_SAFETY|EVT_TRAFFIC_ACCIDENT,TRIGGERS,分心驾驶,TMP_ACTI_CB2AABCCBF,MEA_CASE_5FC20D97EE,分心驾驶,,008_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7,案例7：高速公路养护作业区车辆闯入撞伤工人事故,Event,Action,0.6200,因驾驶员分心驾驶,交通应急处理案例4.txt,AUTO_MEDIUM
清理河道,TMP_ACTI_0C68F9F677,MEA_CASE_68F53CC106,清理河道,,REQUIRES,电动三轮车,TMP_RESO_2BA3C27CC4,RES_CASE_D7EB68391B,电动三轮车,,009_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684,案例8：乡村临水路段三轮车坠河乘客落水事故,Action,Resource,0.7000,车辆沉入河底易堵塞河道，海事与路政部门协助打捞落水车辆，清理河道,交通应急处理案例4.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_EDA4207CDF,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_TRAFFIC_ACCIDENT,TRIGGERS,紧急刹车,TMP_ACTI_774F6227A5,MEA_CASE_0F40324895,紧急刹车,,010_案例9_城市高架路宠物窜出引发多车急刹追尾事故_772f45c7,案例9：城市高架路宠物窜出引发多车急刹追尾事故,Event,Action,0.6200,紧急刹车避让,交通应急处理案例4.txt,AUTO_MEDIUM
液化气泄漏,TMP_EVEN_8E179C63B4,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,疏散,TMP_ACTI_328F32BF27,MEA_CASE_1BCFC5476A,疏散,,011_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177,案例10：液化气罐运输车省道剐蹭泄漏事故,Event,Action,0.8000,周边群众紧急疏散。,交通应急处理案例4.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_9893DDC0A2,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,CAUSES,交通中断,TMP_EVEN_E794ECCCDB,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,013_案例12_山区雾区客车追尾货车乘客被困事故_c8333410,案例12：山区雾区客车追尾货车乘客被困事故,Event,Event,0.9000,造成客车驾驶员1人重伤、8名乘客不同程度受伤，货车尾部轻微受损，双向交通中断,交通应急处理案例4.txt,AUTO_HIGH
