case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
001_经典交通应急处置案例_第三批全新50例_db5c267c,经典交通应急处置案例（第三批全新50例）,case,经典交通应急处置案例（第三批全新50例）,case,HIGH,case_empty_relations,0.0000,,needs_reextract
004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,entity,渣土车,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆重型渣土车超载运输渣土,kept_with_risk
004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,entity,闯红灯,Action,MEDIUM,action_weak_semantics,0.9000,无视红灯信号强行通过路口,kept_with_risk
004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,entity,超载运输,Action,MEDIUM,action_weak_semantics,0.8500,一辆重型渣土车超载运输渣土,kept_with_risk
004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,relation,道路交通碰撞事故-TRIGGERS-闯红灯,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,无视红灯信号强行通过路口,kept_with_risk
004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,relation,超载运输-REQUIRES-渣土车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,一辆重型渣土车超载运输渣土,kept_with_risk
004_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5,案例3：城郊结合部渣土车闯红灯撞毁电动车事故,relation,道路交通碰撞事故-TRIGGERS-超载运输,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆重型渣土车超载运输渣土,kept_with_risk
007_案例6_景区观光车弯道侧翻游客被困事故_1a6cd084,案例6：景区观光车弯道侧翻游客被困事故,case,案例6：景区观光车弯道侧翻游客被困事故,case,HIGH,case_empty_relations,0.8000,山区景区盘山观光道路，一辆载有18名游客的观光车，在连续急转弯路段，因驾驶员车速过快、路面有落叶湿滑，车辆侧翻至路边排水沟，车身倾斜，部分游客被卡在座位与车身之间，车门变形无法开启。,needs_reextract
008_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7,案例7：高速公路养护作业区车辆闯入撞伤工人事故,entity,分心驾驶,Action,MEDIUM,action_weak_semantics,0.8500,因驾驶员分心驾驶,kept_with_risk
008_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7,案例7：高速公路养护作业区车辆闯入撞伤工人事故,relation,施工区域车辆撞人-TRIGGERS-分心驾驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员分心驾驶,kept_with_risk
