source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
集装箱脱落,TMP_EVEN_916608F8C4,EVT_CASE_5C52357F8D,集装箱脱落,EVT_CASE_5C52357F8D|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,安全转运,TMP_ACTI_13639F0DAF,MEA_CASE_1F94E0BD1F,安全转运,,001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,Event,Action,0.8000,集装箱脱落后需要进行安全转运,交通应急处理案例5.txt,AUTO_MEDIUM
正面碰撞,TMP_ACTI_70E292ADF5,MEA_CASE_6BA428A393,正面碰撞,,REQUIRES,私家车,TMP_RESO_65211DFC71,RES_CASE_E88979D653,私家车,,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,Action,Resource,0.7500,私家车车头严重变形,交通应急处理案例5.txt,AUTO_MEDIUM
正面碰撞,TMP_ACTI_70E292ADF5,MEA_CASE_6BA428A393,正面碰撞,,REQUIRES,有轨电车,TMP_RESO_D7D0721209,RES_CASE_5BCE950EDA,有轨电车,,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,Action,Resource,0.7500,与正常行驶的有轨电车发生正面碰撞,交通应急处理案例5.txt,AUTO_MEDIUM
轨道交通碰撞,TMP_EVEN_DBFBE2FD0E,EVT_CASE_03B7674631,轨道交通碰撞,EVT_CASE_03B7674631|EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,TRIGGERS,紧急制动,TMP_ACTI_54DA53B4CF,MEA_CASE_34B2655045,紧急制动,,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,Event,Action,0.8000,有轨电车紧急制动,交通应急处理案例5.txt,AUTO_MEDIUM
紧急制动,TMP_ACTI_54DA53B4CF,MEA_CASE_34B2655045,紧急制动,,REQUIRES,有轨电车,TMP_RESO_D7D0721209,RES_CASE_5BCE950EDA,有轨电车,,002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,Action,Resource,0.7000,有轨电车紧急制动,交通应急处理案例5.txt,AUTO_MEDIUM
高原缺氧,TMP_EVEN_4543EA9448,EVT_CASE_9C46869EC1,高原缺氧,EVT_CASE_9C46869EC1,CAUSES,驾驶员昏迷,TMP_EVEN_E4818ACF22,EVT_CASE_3608E528C9,驾驶员昏迷,EVT_CASE_3608E528C9,003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,Event,Event,0.9500,高原缺氧突发昏迷,交通应急处理案例5.txt,AUTO_HIGH
驾驶员昏迷,TMP_EVEN_E4818ACF22,EVT_CASE_3608E528C9,驾驶员昏迷,EVT_CASE_3608E528C9,CAUSES,车辆失控,TMP_EVEN_AF3DA4A55E,EVT_CASE_42AEE3CEDE,车辆失控,EVT_CASE_42AEE3CEDE|EVT_TRAFFIC_ACCIDENT,003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,Event,Event,0.9000,驾驶员因高原缺氧突发昏迷，车辆失控,交通应急处理案例5.txt,AUTO_HIGH
车辆失控冲撞,TMP_EVEN_112D432985,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,刹车失灵,TMP_ACTI_3B0A6258A0,MEA_CASE_80354268E0,刹车失灵,,004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,Event,Action,0.6200,因刹车失灵失控,交通应急处理案例5.txt,AUTO_MEDIUM
车辆失控冲撞,TMP_EVEN_112D432985,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,CAUSES,公路中断,TMP_EVEN_8F67A7C2F5,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,Event,Event,0.6000,造成5名赶集群众轻微擦伤、2名摊主软组织挫伤，摊位与货物损毁，集市路段交通完全中断，人流拥堵混乱，存在踩踏、二次冲撞的风险，涉事货车刹车故障未排除仍有安全隐患。,交通应急处理案例5.txt,AUTO_MEDIUM
高速追尾事故,TMP_EVEN_DA3451EE94,EVT_CASE_F942FD2EE9,高速追尾事故,EVT_CASE_F942FD2EE9|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,匝道倒车,TMP_ACTI_36D480465F,MEA_CASE_E0D63B2EA6,匝道倒车,,005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,Event,Action,0.6200,在匝道内违规倒车,交通应急处理案例5.txt,AUTO_MEDIUM
火灾,TMP_EVEN_2A2C2F996F,EVT_CASE_091BB1089D,火灾,EVT_CASE_091BB1089D,TRIGGERS,剐蹭,TMP_ACTI_CD2A281DF8,MEA_CASE_0FB4540844,剐蹭,,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,Event,Action,0.9000,消防车紧急避让时与违停车辆发生剐蹭,交通应急处理案例5.txt,AUTO_HIGH
