case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_EVEN_916608F8C4,集装箱脱落,Event,new_event_with_expansions,EVT_CASE_5C52357F8D,集装箱脱落,true,EVT_CASE_5C52357F8D,集装箱脱落,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_EMERGENCY,公路交通运输生产事故|公路交通突发事件,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_EMERGENCY,公路交通运输生产事故|公路交通突发事件,true,,2个20英尺标准集装箱从车体脱落，坠落至对向车道,0.9000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_RESO_677492431E,重型集装箱半挂车,Resource,new_entity,RES_CASE_005A718E70,重型集装箱半挂车,true,,,,,,,true,,一辆重型集装箱半挂车,0.9000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_DEPA_77B6D040A6,医疗部门,Department,existing_match,ORG_CASE_58D13C3595,医疗部门,false,,,,,,,true,,医疗部门派遣救护车,0.9000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_DEPA_AA46E87CD6,路政部门,Department,existing_match,ORG_CASE_12F41DBD86,路政部门,false,,,,,,,true,,路政部门清理路面散落杂物,0.9000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_ACTI_13639F0DAF,安全转运,Action,existing_match,MEA_CASE_1F94E0BD1F,安全转运,false,,,,,,,true,,对坠落集装箱进行安全转运,0.7000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_ACTI_09F4791E0E,现场处置,Action,new_entity,MEA_CASE_B8E6D970FB,现场处置,true,,,,,,,true,,对受伤驾驶员进行现场处置,0.7000
001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c,港口疏港道路集装箱锁扣脱落坠箱事故,TMP_ACTI_A82E7052AE,事故调查,Action,existing_match,MEA_CASE_6933DFD8F9,事故调查,false,,,,,,,true,,开展事故调查,0.7000
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,TMP_EVEN_DBFBE2FD0E,轨道交通碰撞,Event,new_event_with_expansions,EVT_CASE_03B7674631,轨道交通碰撞,true,EVT_CASE_03B7674631,轨道交通碰撞,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,公路中断|公路交通突发事件|车辆积压,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,公路中断|公路交通突发事件|车辆积压,true,,一辆小型私家车无视有轨电车优先通行信号、违规闯入专用车道，与正常行驶的有轨电车发生正面碰撞,0.9000
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,TMP_RESO_D7D0721209,有轨电车,Resource,new_entity,RES_CASE_5BCE950EDA,有轨电车,true,,,,,,,true,,有轨电车专用车道平交路口，一辆有轨电车,0.9500
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,TMP_ACTI_70E292ADF5,正面碰撞,Action,existing_match,MEA_CASE_6BA428A393,正面碰撞,false,,,,,,,true,,与正常行驶的有轨电车发生正面碰撞,0.9000
002_城市有轨电车与私家车路口碰撞事故_0b6ebf40,城市有轨电车与私家车路口碰撞事故,TMP_ACTI_54DA53B4CF,紧急制动,Action,existing_match,MEA_CASE_34B2655045,紧急制动,false,,,,,,,true,,有轨电车紧急制动,0.8000
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_9A71B7275E,驾驶员昏迷车辆失控,Event,new_event_with_expansions,EVT_CASE_CD00FFB7BC,高原缺氧致驾驶员昏迷车辆失控,true,EVT_CASE_CD00FFB7BC,高原缺氧致驾驶员昏迷车辆失控,EVT_ROAD_INTERRUPTION|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE,公路中断|公路交通运输生产事故|公路损毁,EVT_ROAD_INTERRUPTION|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE,公路中断|公路交通运输生产事故|公路损毁,true,,青藏高原海拔4800米国道段，一辆小型SUV行驶中，驾驶员因高原缺氧突发昏迷，车辆失控冲出路面，撞上路边防护墩后停下,0.9000
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_E4818ACF22,驾驶员昏迷,Event,new_event,EVT_CASE_3608E528C9,驾驶员昏迷,true,EVT_CASE_3608E528C9,驾驶员昏迷,,,,,true,,驾驶员因高原缺氧突发昏迷,0.9500
003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9,高原公路缺氧致驾驶员昏迷车辆失控事故,TMP_EVEN_AF3DA4A55E,车辆失控,Event,new_event_with_expansions,EVT_CASE_42AEE3CEDE,车辆失控,false,EVT_CASE_42AEE3CEDE,车辆失控,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,true,,车辆失控冲出路面,0.9000
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,TMP_EVEN_112D432985,车辆失控冲撞,Event,alias_match_with_expansions,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,false,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,EVT_TRAFFIC_ACCIDENT,交通事故,,,true,,一辆轻型货车行驶至集市路段时，因刹车失灵失控，低速冲撞路边摊位，连续剐蹭3个摊位后停下,0.9000
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,TMP_ACTI_3B0A6258A0,刹车失灵,Action,existing_match,MEA_CASE_80354268E0,刹车失灵,false,,,,,,,true,,因刹车失灵失控,0.8000
004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,TMP_EVEN_8F67A7C2F5,公路中断,Event,alias_match,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,,,,,true,,集市路段交通完全中断,0.6000
005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,TMP_EVEN_DA3451EE94,高速追尾事故,Event,new_event_with_expansions,EVT_CASE_F942FD2EE9,高速追尾事故,false,EVT_CASE_F942FD2EE9,高速追尾事故,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,true,,一辆小型轿车因错过高速出口，在匝道内违规倒车，后方跟随的3辆小型轿车、1辆轻型货车避让不及，接连发生连环追尾,0.9000
005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,TMP_ACTI_36D480465F,匝道倒车,Action,new_entity,MEA_CASE_E0D63B2EA6,匝道倒车,true,,,,,,,true,,在匝道内违规倒车,0.8000
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_EVEN_AE7749EB8F,车辆剐蹭,Event,new_event_with_expansions,EVT_CASE_F4AFE9A596,车辆剐蹭,false,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,true,,消防车紧急避让时与违停车辆发生剐蹭,0.9000
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_RESO_6C4AAFFB47,私家车,Resource,existing_match,RES_CASE_E88979D653,私家车,false,,,,,,,true,,被两侧违规停放的私家车完全堵死,0.9000
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_EVEN_D0AB3AB914,火灾报警,Event,new_event,EVT_CASE_09E6A3AE12,火灾报警,true,EVT_CASE_09E6A3AE12,火灾报警,,,,,true,,消防救援站接到火灾报警后,0.8000
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_ACTI_EA629B3676,违停,Action,new_entity,MEA_CASE_30604D6C17,违停,true,,,,,,,true,,两侧违规停放的私家车,0.8500
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_ACTI_7A722F033A,挪车,Action,new_entity,MEA_CASE_18D4FA011E,挪车,true,,,,,,,true,,联系违停车辆车主到场挪车,0.7500
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_ACTI_4ED98F0FF9,强制拖移,Action,new_entity,MEA_CASE_BD4F60454A,强制拖移,true,,,,,,,true,,对拒不配合的车主采取强制拖移措施,0.7500
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_ACTI_A0EA461F83,清理,Action,existing_match,MEA_CASE_F2C178773D,清理,false,,,,,,,true,,对老城区巷道违停车辆进行全面清理,0.7500
006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,TMP_ACTI_4EA2405CEF,处罚,Action,existing_match,MEA_CASE_52D03C4670,处罚,false,,,,,,,true,,对违停行为进行从严处罚,0.7500
007_山区挂壁公路落石阻断车辆被困事故_274b896b,山区挂壁公路落石阻断车辆被困事故,TMP_EVEN_62BFA59775,落石阻断交通,Event,alias_match_with_expansions,EVT_ROAD_BLOCKAGE,公路阻塞,false,EVT_ROAD_BLOCKAGE,公路阻塞,EVT_ROAD_DAMAGE|EVT_ROAD_INTERRUPTION,公路损毁|公路中断,EVT_ROAD_BLOCKAGE,公路阻塞,true,,因连续降雨山体风化落石，多块直径0.5-1米的石块坠落至路面，完全阻断双向通行,0.9000
007_山区挂壁公路落石阻断车辆被困事故_274b896b,山区挂壁公路落石阻断车辆被困事故,TMP_EVEN_26DC335617,落石,Event,alias_match,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,false,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,,,,,true,,因连续降雨山体风化落石,0.9500
007_山区挂壁公路落石阻断车辆被困事故_274b896b,山区挂壁公路落石阻断车辆被困事故,TMP_RESO_351A19406F,挂壁公路,Resource,new_entity,RES_CASE_D729373386,挂壁公路,true,,,,,,,true,,某太行山挂壁公路,0.9000
007_山区挂壁公路落石阻断车辆被困事故_274b896b,山区挂壁公路落石阻断车辆被困事故,TMP_ACTI_E21B0D4D17,清理路面落石,Action,new_entity,MEA_CASE_D6EBF96E6B,清理路面落石,true,,,,,,,true,,交通部门调集小型挖掘机、装载机清理路面落石,0.7500
008_冷链运输车制冷剂泄漏致人员中毒事故_684d2876,冷链运输车制冷剂泄漏致人员中毒事故,TMP_EVEN_7B472C688B,危险化学品泄漏,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_ACCIDENT,危险货物运输事故,,,true,,制冷机组管道破裂，制冷剂（氨）发生泄漏，泄漏气体进入驾驶室，导致驾驶员与副驾2人出现头晕、恶心、呼吸困难等中毒症状,0.9000
008_冷链运输车制冷剂泄漏致人员中毒事故_684d2876,冷链运输车制冷剂泄漏致人员中毒事故,TMP_EVEN_99C8852482,制冷剂泄漏,Event,new_event,EVT_CASE_40582771C8,制冷剂泄漏,true,EVT_CASE_40582771C8,制冷剂泄漏,,,,,true,,制冷机组管道破裂，制冷剂（氨）发生泄漏,0.9500
009_共享单车投放车占道卸车引发电动车连环碰撞事故_8cb9c09c,共享单车投放车占道卸车引发电动车连环碰撞事故,TMP_EVEN_95E13658E9,电动自行车碰撞,Event,new_event_with_expansions,EVT_CASE_7A66913F85,共享单车占道引发电动自行车碰撞,true,EVT_CASE_7A66913F85,共享单车占道引发电动自行车碰撞,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,公路中断|公路交通突发事件|车辆积压,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_VEHICLE_BACKLOG,公路中断|公路交通突发事件|车辆积压,true,,一辆电动自行车行驶中避让堆放的单车，与对向逆行的2辆电动自行车接连相撞，车辆全部倒地，骑行人员摔倒受伤。,0.9000
009_共享单车投放车占道卸车引发电动车连环碰撞事故_8cb9c09c,共享单车投放车占道卸车引发电动车连环碰撞事故,TMP_RESO_270A93BC56,非机动车道,Resource,new_entity,RES_CASE_F90D9B6E29,非机动车道,true,,,,,,,true,,某市主城区非机动车道,0.9000
009_共享单车投放车占道卸车引发电动车连环碰撞事故_8cb9c09c,共享单车投放车占道卸车引发电动车连环碰撞事故,TMP_ACTI_4A93251BB2,占道卸车,Action,new_entity,MEA_CASE_46E14B4BB4,占道卸车,true,,,,,,,true,,一辆共享单车投放货车违规占用非机动车道停车卸车,0.9000
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_EVEN_3443DEFC67,浮桥倾斜,Event,new_event_with_expansions,EVT_CASE_3756E1200B,浮桥倾斜,true,EVT_CASE_3756E1200B,浮桥倾斜,EVT_MAJOR_BRIDGE_ACCIDENT|EVT_ROAD_INTERRUPTION,特大桥梁安全事故|公路中断,EVT_MAJOR_BRIDGE_ACCIDENT|EVT_ROAD_INTERRUPTION,特大桥梁安全事故|公路中断,true,,因超重导致浮桥承压舟倾斜，桥面出现明显倾斜变形,0.9000
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_RESO_74A237C4DE,浮桥,Resource,new_entity,RES_CASE_2A142E9A69,浮桥,true,,,,,,,true,,某黄河滩区民用浮桥,0.9500
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_ACTI_29C8730E69,倾斜,Action,new_entity,MEA_CASE_C2E598DB69,倾斜,true,,,,,,,true,,因超重导致浮桥承压舟倾斜,0.8500
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_DEPA_E7D360532B,海事部门,Department,existing_match,ORG_CASE_3C2C056CF5,海事部门,false,,,,,,,true,,当地海事部门,0.8000
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_ACTI_CE76F9342F,警戒区域设置,Action,new_entity,MEA_CASE_32129FD3F2,警戒区域设置,true,,,,,,,true,,赶赴现场设置警戒区域,0.7500
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_ACTI_270FBE1B5A,人员转移,Action,new_entity,MEA_CASE_ED8D32FC48,人员转移,true,,,,,,,true,,分批转移被困人员至两岸安全区域,0.7500
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_ACTI_D42BDA6A8D,安全检测,Action,existing_match,MEA_CASE_32710640CA,安全检测,false,,,,,,,true,,海事部门对浮桥承压舟、桥面进行安全检测,0.7000
010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,TMP_ACTI_4D1CC8E68E,临时加固,Action,new_entity,MEA_CASE_F96A8C6D8D,临时加固,true,,,,,,,true,,组织专业队伍对浮桥进行临时加固,0.7000
011_机场高速机场摆渡车与私家车碰撞事故_df7df7c9,机场高速机场摆渡车与私家车碰撞事故,TMP_EVEN_81193EB1F3,车辆碰撞,Event,new_event_with_expansions,EVT_CASE_9BDDC88CCC,车辆碰撞,false,EVT_CASE_9BDDC88CCC,车辆碰撞,EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆积压|公路中断|交通事故,EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆积压|公路中断|交通事故,true,,一辆机场旅客摆渡车在专用车道正常行驶，一辆小型私家车违规闯入摆渡车专用车道，强行变道时与摆渡车发生侧面碰撞,0.9000
012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,TMP_EVEN_719DAC4338,车辆坠坑,Event,new_event_with_expansions,EVT_CASE_37895FE5E4,车辆坠坑,true,EVT_CASE_37895FE5E4,车辆坠坑,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_VEHICLE_BACKLOG,公路交通运输生产事故|公路损毁|车辆积压,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_VEHICLE_BACKLOG,公路交通运输生产事故|公路损毁|车辆积压,true,,一辆重型渣土车因驾驶员分心驾驶，无视警示标志，撞毁施工围挡后坠入管廊施工基坑，渣土车侧翻在基坑内,0.9000
012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,TMP_RESO_480BE55AA8,渣土车,Resource,new_entity,RES_CASE_6619311C3D,渣土车,true,,,,,,,true,,一辆重型渣土车,0.9500
012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,TMP_ACTI_DB07952BBA,侧翻,Action,existing_match,MEA_CASE_0BF2A9DC72,侧翻,false,,,,,,,true,,渣土车侧翻在基坑内,0.8000
012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,TMP_ACTI_0683F8126C,交通封闭,Action,new_entity,MEA_CASE_E4110A4832,交通封闭,true,,,,,,,true,,施工路段双向交通封闭,0.8000
