entity_id,entity_name,entity_type,alias,alias_type,source
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,集装箱脱落,scene_expression,案例抽取自动补充:001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,集装箱脱落,scene_expression,案例抽取自动补充:001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c
EVT_ROAD_INTERRUPTION,公路中断,Event,轨道交通碰撞,scene_expression,案例抽取自动补充:002_城市有轨电车与私家车路口碰撞事故_0b6ebf40
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,轨道交通碰撞,scene_expression,案例抽取自动补充:002_城市有轨电车与私家车路口碰撞事故_0b6ebf40
EVT_VEHICLE_BACKLOG,车辆积压,Event,轨道交通碰撞,scene_expression,案例抽取自动补充:002_城市有轨电车与私家车路口碰撞事故_0b6ebf40
EVT_ROAD_INTERRUPTION,公路中断,Event,驾驶员昏迷车辆失控,scene_expression,案例抽取自动补充:003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,驾驶员昏迷车辆失控,scene_expression,案例抽取自动补充:003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9
EVT_ROAD_DAMAGE,公路损毁,Event,驾驶员昏迷车辆失控,scene_expression,案例抽取自动补充:003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9
EVT_ROAD_BLOCKAGE,公路阻塞,Event,落石阻断交通,scene_expression,案例抽取自动补充:007_山区挂壁公路落石阻断车辆被困事故_274b896b
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,浮桥倾斜,scene_expression,案例抽取自动补充:010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba
EVT_ROAD_INTERRUPTION,公路中断,Event,浮桥倾斜,scene_expression,案例抽取自动补充:010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba
